ind,genPC1_LecPine,genPC2_LecPine,genPC3_LecPine,ID,avg_perc_PP_reads_mapped,MERGED_FINAL_read_count,species,city,state,area,latitude,longitude,host,stage,lcPC1,lcPC2,change_tmax,site_number,grouped_site_number_5km,allele_imbalance,average_depth_coverage,missingness,heterozygosity,pop,admix_prop_k2,lec_blue_k2,pine_orange_k2,lec_blue_k3,pine_orange_k3,lec_purple_k3,lec_blue_k4,pine_orange_k4,lec_purple_k4,lec_green_k4
21074D-06-01,-0.0909532,-0.00361621,0.136863,AG001_AG1,0.9496,45314600,pinetum,Arrington,TN,Central,35.8428,-86.6612,white,larva,-0.890367367,-1.201586252,0.251053397,7,7,29.88882,23.4,0.007336428,0.062745098,pinetum_TN,0,0,1,0,0.9048,0.0952,0,0.7846,6.00E-04,0.2147
21074D-06-04,0.0202362,0.0444152,-0.00108661,AG008_F10,0.98155,42546108,lecontei,Kings_Mountain,NC,Central,35.187,-81.2913,virginia,adultF,0.622175066,-1.121585666,0.808802732,4,4,14.33974,21.4,0.007727639,0.131799133,lecontei_NC,0.0073,0.9927,0.0073,0.1802,0,0.8198,0.0257,0,0.3027,0.6716
21074D-06-05,0.0201726,0.0442941,-0.00101041,AG009_F3,0.94605,45532920,lecontei,Kings_Mountain,NC,Central,35.187,-81.2913,virginia,adultF,0.622175066,-1.121585666,0.808802732,4,4,11.59912,22.5,0.005766751,0.166894173,lecontei_NC,0.0072,0.9928,0.0072,0.1803,0,0.8196,0.0253,0,0.288,0.6867
21074D-06-06,0.0201186,0.0441482,-0.00099387,AG010,0.9331,42076196,lecontei,Kings_Mountain,NC,Central,35.187,-81.2913,virginia,adultF,0.622175066,-1.121585666,0.808802732,4,4,14.06141,20,0.012755435,0.165727369,lecontei_NC,0.0073,0.9927,0.0073,0.1792,0,0.8208,0.025,0,0.2884,0.6866
21074D-06-07,0.0202132,0.0441127,-0.0009134,AG011,0.933,36612420,lecontei,Kings_Mountain,NC,Central,35.187,-81.2913,virginia,adultF,0.622175066,-1.121585666,0.808802732,4,4,16.04674,18,0.027616651,0.166318153,lecontei_NC,0.0073,0.9927,0.0073,0.1814,0,0.8186,0.0257,0,0.2876,0.6867
21074D-06-09,0.0203449,0.0436933,-0.00094994,AG024_F1,0.9789,36928742,lecontei,Cary,NC,Central,35.7835,-78.8246,loblolly,adultF,-1.970652019,-0.386446543,0.295069472,6,6,14.5964,18.8,0.02142005,0.157471843,lecontei_NC,0.0045,0.9955,0.0045,0.1848,0,0.8152,0.0268,0,0.2865,0.6867
21074D-06-10,0.0201797,0.0437439,-0.000799148,AG028,0.979,38957364,lecontei,Cary,NC,Central,35.7835,-78.8246,loblolly,adultF,-1.970652019,-0.386446543,0.295069472,6,6,13.78682,19.9,0.014735642,0.158741752,lecontei_NC,0.0047,0.9953,0.0047,0.184,0,0.816,0.0267,0,0.2868,0.6865
21074D-06-11,0.0202669,0.043742,-0.00148146,AG029_F1,0.9802,36220170,lecontei,Cary,NC,Central,35.7835,-78.8246,loblolly,adultF,-1.970652019,-0.386446543,0.295069472,6,6,16.25093,18.2,0.024100575,0.156860125,lecontei_NC,0.0054,0.9946,0.0054,0.184,0,0.816,0.0268,0,0.2868,0.6864
21074D-06-12,0.0202863,0.0438123,-0.00109334,AG030_F1,0.9792,49316876,lecontei,Cary,NC,Central,35.7835,-78.8246,loblolly,adultF,-1.970652019,-0.386446543,0.295069472,6,6,10.59971,25.2,0.003776884,0.152375319,lecontei_NC,0.0048,0.9952,0.0048,0.1841,0,0.8159,0.0272,0,0.2867,0.6861
21074D-06-13,0.0202538,0.0433823,-0.00110476,AG031,0.98015,40503784,lecontei,Raleigh,NC,Central,35.7819,-78.6389,longleaf,adultF,-2.001867965,-0.287741181,0.326970641,5,5,14.39203,20.7,0.01093461,0.155782894,lecontei_NC,0.006,0.994,0.006,0.1862,0,0.8137,0.027,0,0.286,0.687
21074D-06-14,-0.0874587,-0.00283575,0.109225,AG033_AG1,0.94115,36348906,pinetum,Knoxville,TN,Central,35.9854,-83.9934,white,larva,-1.970904341,-0.613450176,0.724738204,12,11,34.8629,19,0.027133674,0.092845689,pinetum_TN,0.0285,0.0285,0.9715,0.0015,0.8859,0.1126,0,0.7748,0.0073,0.2179
21074D-06-15,-0.0999471,-0.012072,-0.127742,AG035_AG1,0.91965,39393348,pinetum,Dayton,OH,Central,39.6741,-84.2271,white,larva,-1.938995308,0.673690323,0.781915568,81,55,44.71803,20.7,0.01735338,0.049307958,pinetum_OH,0.0082,0.0082,0.9918,0.0011,0.9899,0.009,0,0.9896,0.0104,0
21074D-06-16,-0.0933756,-0.00881013,-0.0477773,AG039_F1,0.94235,38600502,pinetum,Canton,OH,Central,40.7557,-81.4498,white,adultF,-1.849977312,-0.831973832,0.737373767,90,63,35.53532,19.1,0.02334713,0.079578666,pinetum_OH,0,0,1,0,0.9799,0.0201,0,0.9532,0,0.0468
21074D-06-18,-0.100939,-0.0125565,-0.110666,AG045_F2,0.96165,54811794,pinetum,Demotte,IN,Central,41.1655,-87.2717,white,adultF,-1.086942374,-1.223232523,0.271502576,92,65,27.76255,28.2,0.007012833,0.049519205,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-22,-0.103036,-0.0135999,-0.130008,AG064,0.96945,49800846,pinetum,West_Lafeyette,IN,Central,40.4693,-86.9132,white,adultF,-1.633508441,-0.589725734,0.29710147,88,61,37.57554,24.7,0.006959705,0.03430314,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-23,-0.103292,-0.0136874,-0.131097,AG065_F1,0.97205,60016634,pinetum,West_Lafeyette,IN,Central,40.4693,-86.9132,white,adultF,-1.633508441,-0.589725734,0.29710147,88,61,37.88604,28.5,0.007780767,0.028115539,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-24,-0.103039,-0.0135941,-0.130199,AG066_F1,0.972,45382120,pinetum,West_Lafeyette,IN,Central,40.4693,-86.9132,white,adultF,-1.633508441,-0.589725734,0.29710147,88,61,39.977,22,0.009142763,0.034061885,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-25,-0.103177,-0.0136204,-0.13052,AG067,0.97145,48134704,pinetum,West_Lafeyette,IN,Central,40.4693,-86.9132,white,adultF,-1.633508441,-0.589725734,0.29710147,88,61,40.12768,23.8,0.007312279,0.03024789,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-26,-0.101583,-0.01306,-0.128415,AG068_F2,0.95975,43008790,pinetum,West_Lafeyette,IN,Central,40.4693,-86.9132,white,adultF,-1.633508441,-0.589725734,0.29710147,88,61,45.41984,17.1,0.064269811,0.036553767,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-27,-0.103186,-0.0136023,-0.12982,AG070_F1,0.9646,54767544,pinetum,West_Lafeyette,IN,Central,40.4693,-86.9132,white,adultF,-1.633508441,-0.589725734,0.29710147,88,61,32.68966,28.2,0.006911407,0.037846881,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-28,-0.103124,-0.0136109,-0.130112,AG071_F3,0.96855,55290610,pinetum,West_Lafeyette,IN,Central,40.4693,-86.9132,white,adultF,-1.633508441,-0.589725734,0.29710147,88,61,34.47002,27.2,0.006563664,0.037138412,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-29,-0.103224,-0.0136432,-0.130249,AG073_F1,0.97055,51498244,pinetum,West_Lafeyette,IN,Central,40.4693,-86.9132,white,adultF,-1.633508441,-0.589725734,0.29710147,88,61,35.82867,25.9,0.007244662,0.035232475,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-30,-0.10277,-0.0135543,-0.129455,AG074_F2,0.97055,41868752,pinetum,West_Lafeyette,IN,Central,40.4693,-86.9132,white,adultF,-1.633508441,-0.589725734,0.29710147,88,61,42.45949,20.8,0.013397795,0.03695019,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-31,0.0202983,0.0351057,-0.00122959,AG078_F7,0.9727,47143494,lecontei,Salem,NH,Central,42.7553,-71.2203,pitch,adultF,-1.233048028,0.184040541,0.987538772,101,73,11.04102,24.2,0.003738246,0.152796025,lecontei_NH,0.0086,0.9914,0.0086,0.2521,0,0.7479,0.0808,0,0.2662,0.653
21074D-06-32,0.0323185,-0.0547286,0.000577251,AG090_AG1,0.9501,38375356,lecontei,Baxter,MN,North,46.3478,-94.2733,jack,larva,-0.510541442,0.739356116,-0.717483575,187,120,49.81279,19.6,0.01627634,0.016825495,lecontei_MN,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-33,0.032186,-0.0555291,0.000677355,AG091_AG1,0.93345,38815844,lecontei,Sauntry,WI,North,46.3745,-91.8158,jack,larva,0.534799752,0.382358195,-0.128853168,189,122,30.34542,20.6,0.00856319,0.030578343,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-34,0.0321992,-0.0558577,0.000696627,AG092_AG1,0.9424,43183248,lecontei,Minong,WI,North,46.1797,-91.802,jack,larva,1.214510572,0.058646174,-0.148340516,185,118,26.98804,23.2,0.005225816,0.032359553,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-35,0.0321991,-0.0558102,0.000655719,AG093_AG1,0.84725,34791842,lecontei,Minong,WI,North,46.1797,-91.802,jack,larva,1.214510572,0.058646174,-0.148340516,185,118,33.66997,18.9,0.024457979,0.033834196,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-36,0.0321884,-0.0558566,0.000712069,AG094_AG1,0.8846,39647494,lecontei,Minong,WI,North,46.1797,-91.802,jack,larva,1.214510572,0.058646174,-0.148340516,185,118,33.10312,21.4,0.011832948,0.031681484,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-37,-0.101568,-0.0129362,-0.116506,AG101,0.9664,40441530,pinetum,Auburn,IN,Central,41.3811,-85.0525,white,adultF,-2.038918079,-0.799325321,0.303153237,94,67,48.43841,20.6,0.015402151,0.04482488,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-38,0.0324481,-0.0571104,0.000888604,AG106_AG1,0.92505,49410996,lecontei,Morley,MI,North,43.4595,-85.4743,jack,larva,0.68645207,-0.947370144,0.43582954,105,77,21.66662,26.8,0.002487334,0.042424008,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-39,0.0324666,-0.0569293,0.000874071,AG107_AG1,0.8844,39366966,lecontei,Morley,MI,North,43.4595,-85.4743,jack,larva,0.68645207,-0.947370144,0.43582954,105,77,27.6523,21,0.008640467,0.04205398,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-40,0.0323785,-0.0569349,0.000823795,AG108_AG1,0.93555,45279742,lecontei,Morley,MI,North,43.4595,-85.4743,jack,larva,0.68645207,-0.947370144,0.43582954,105,77,20.63096,23.2,0.002941333,0.052000581,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-41,0.0324264,-0.0562396,0.00084691,AG111,0.98035,33007084,lecontei,Bitely,MI,North,43.7596,-85.7407,jack,adultF,1.323001761,-0.654492019,0.412292459,111,80,25.98877,16.1,0.054726176,0.057184316,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-42,0.0324199,-0.0570501,0.000924877,AG112_AG1,0.8823,36895646,lecontei,Bitely,MI,North,43.7853,-85.7458,jack,larva,1.505018091,-0.952235629,0.412067861,116,80,20.74783,19.7,0.018473888,0.057557178,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-43,0.0323527,-0.0560845,0.000851806,AG113_AG1,0.9593,43517450,lecontei,Bitely,MI,North,43.7892,-85.7404,jack,larva,1.55655662,-0.963775252,0.442582105,118,80,18.52804,22.6,0.003825181,0.061059746,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-44,0.0323164,-0.0568032,0.000890537,AG114_AG1,0.8284,39580728,lecontei,Bitely,MI,North,43.7892,-85.7404,jack,larva,1.55655662,-0.963775252,0.442582105,118,80,19.92077,21,0.007510299,0.062133201,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-45,0.0323022,-0.0568026,0.000861079,AG115_AG1,0.894,33455878,lecontei,Bitely,MI,North,43.7892,-85.7404,jack,larva,1.55655662,-0.963775252,0.442582105,118,80,24.20003,18.1,0.027664949,0.062442567,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-46,0.0323032,-0.0567006,0.000881632,AG116_AG1,0.9789,39038170,lecontei,Kaleva,MI,North,44.3947,-86.0105,red,larva,4.161126287,-0.490732941,0.316721522,136,91,21.33511,20.7,0.008505233,0.057743268,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-47,0.0323613,-0.0567385,0.00088479,AG117_AG1,0.91215,36926126,lecontei,Kaleva,MI,North,44.3947,-86.0105,red,larva,4.161126287,-0.490732941,0.316721522,136,91,22.25018,19.6,0.015165492,0.057167658,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-48,0.0322819,-0.0563437,0.000788851,AG118_AG1,0.9553,36741836,lecontei,Kaleva,MI,North,44.3947,-86.0105,jack,larva,4.161126287,-0.490732941,0.316721522,136,91,20.3836,19.7,0.013088689,0.05862317,lecontei_MI,0,1,0,1,0,0,0.9991,0,0,9.00E-04
21074D-06-50,0.0323008,-0.0567296,0.000771847,AG120_AG1,0.9485,41129146,lecontei,Roscommon,MI,North,44.5547,-84.7347,jack,larva,3.37496731,-0.897524022,0.250140374,138,93,18.52228,22.7,0.006254558,0.064324387,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-51,0.0324192,-0.0564664,0.000857938,AG121_AG1,0.97445,35626922,lecontei,Grayling,MI,North,44.6008,-84.7122,jack,larva,3.299767408,-0.729563342,0.104503235,141,94,25.2029,19.4,0.016459872,0.04963637,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-52,0.0323449,-0.0563297,0.000787415,AG122_AG1,0.89295,35880124,lecontei,Grayling,MI,North,44.6008,-84.7122,jack,larva,3.299767408,-0.729563342,0.104503235,141,94,24.65488,19.5,0.018396611,0.062020272,lecontei_MI,0,1,0,1,0,0,1,0,0,0
21074D-06-53,-0.0944909,-0.00987024,-0.0545612,AG123_AG1,0.97055,44409202,pinetum,Grayling,MI,North,44.6534,-84.71,white,larva,2.806383109,-0.619545743,0.118037327,142,95,31.8716,23.6,0.008510063,0.058050437,pinetum_MI,0,0,1,0,0.9866,0.0134,0,0.9687,0,0.0313
21074D-06-54,-0.0935373,-0.00965344,-0.0541408,AG124_AG1,0.8479,33561364,pinetum,Grayling,MI,North,44.6534,-84.71,white,larva,2.806383109,-0.619545743,0.118037327,142,95,40.89339,18.2,0.03771571,0.07245533,pinetum_MI,0,0,1,0,0.9865,0.0135,0,0.9684,0,0.0315
21074D-06-55,0.0321554,-0.0553486,0.00081367,AG125_AG1,0.9714,41481158,lecontei,Cheboygan,MI,North,45.5009,-84.6146,red,larva,-0.222710216,2.137154065,0.05465603,166,109,17.46649,22.1,0.005090582,0.068720115,lecontei_MI,0,1,0,1,0,0,0.9801,0,0,0.0199
21074D-06-56,0.0322228,-0.0553158,0.000858085,AG128_AG1,0.7946,30866304,lecontei,Millersburg,MI,North,45.5848,-84.1575,jack,larva,-0.574572046,4.005527485,0.1971431,168,111,25.69346,16.5,0.054731006,0.070014357,lecontei_MI,0,1,0,1,0,0,0.9852,0,0,0.0147
21074D-06-57,0.0322732,-0.0557491,0.000833945,AG129_AG1,0.9691,35421092,lecontei,Millersburg,MI,North,45.4861,-84.0649,jack,larva,0.951295836,2.581840376,0.194334567,162,107,28.08733,19.3,0.020487904,0.047582184,lecontei_MI,0,1,0,1,0,0,0.9929,0,0,0.0071
21074D-06-58,0.0322264,-0.0557143,0.00079856,AG131_AG1,0.96515,38299188,lecontei,Millersburg,MI,North,45.492,-84.0294,jack,larva,0.589842109,3.099298709,0.173448553,164,107,20.37558,20.7,0.008915764,0.065510738,lecontei_MI,0,1,0,1,0,0,0.9939,0,0,0.0061
21074D-06-60,-0.0933459,-0.00973556,-0.0530526,AG134_AG1,0.85855,32771582,pinetum,Ossineke,MI,North,44.9166,-83.436,white,larva,-0.348808908,2.611110844,-0.251396911,155,102,39.57247,18,0.043178185,0.079966079,pinetum_MI,0,0,1,0,0.9859,0.0141,0,0.967,0,0.033
21074D-06-61,-0.098369,-0.0116068,-0.0902021,AG135_AG1,0.83235,39105178,pinetum,Ann_Arbor,MI,North,42.257,-83.7013,white,larva,-1.994130886,-0.412192906,0.876469816,99,71,35.39495,21.4,0.014904684,0.058520418,pinetum_MI,0,0,1,0,1,0,0,1,0,0
21074D-06-62,-0.0991839,-0.0117991,-0.100678,AG137_AG1,0.87205,33431434,pinetum,Toledo,OH,Central,41.6163,-83.5797,white,larva,-2.118629872,0.026097806,0.747650778,96,68,43.49477,18.2,0.039951895,0.060042158,pinetum_OH,0,0,1,0,1,0,0,1,0,0
21074D-06-63,-0.0914353,-0.00332294,0.0815061,AG139_AG1,0.9652,46875178,pinetum,Petersburg,IN,Central,38.4843,-87.3034,white,larva,-1.635260823,-0.854190621,0.842566886,69,43,18.4911,25.6,0.00599375,0.129348713,pinetum_IN,0.0206,0.0206,0.9794,0.001,0.9066,0.0923,0,0.8131,0.0107,0.1763
21074D-06-64,-0.10015,-0.0119906,-0.103657,AG141_AG1,0.8272,32156346,pinetum,Bloomington,IN,Central,39.1871,-86.5447,white,larva,-1.148611411,-0.730690857,0.506325318,76,50,43.81943,17.5,0.042738675,0.05641776,pinetum_IN,0,0,1,0,0.994,0.006,0,0.9861,0,0.0139
21074D-06-65,-0.0999691,-0.0117886,-0.0990023,AG143_AG1,0.8839,32339992,pinetum,Bloomington,IN,Central,39.1871,-86.5447,white,larva,-1.148611411,-0.730690857,0.506325318,76,50,40.52989,17.4,0.050219996,0.062160884,pinetum_IN,0,0,1,0,0.9926,0.0074,0,0.9827,0,0.0173
21074D-06-66,-0.101272,-0.0128672,-0.117898,AG147_AG1,0.81915,32574738,pinetum,Auburn,IN,Central,41.3811,-85.0525,white,larva,-2.038918079,-0.799325321,0.303153237,94,67,47.42698,17.3,0.050519442,0.051279573,pinetum_IN,0,0,1,0,1,0,0,1,0,0
21074D-06-67,-0.0950847,-0.0100058,-0.063138,AG149_AG1,0.88235,35086408,pinetum,Grandville,MI,North,42.9105,-85.7664,white,larva,-1.557156507,0.661492227,0.363064583,102,74,32.38421,18.7,0.030804302,0.082224138,pinetum_MI,0,0,1,0,0.9895,0.0105,0,0.9756,0,0.0244
21074D-06-68,-0.0968703,-0.0111191,-0.078764,AG151_AG1,0.8933,38864690,pinetum,Okemos,MI,North,42.69,-84.4515,white,larva,-1.90290445,-0.528029419,0.521675322,100,72,35.18281,21.4,0.01586098,0.06794101,pinetum_MI,0,0,1,0,0.996,0.004,0,0.9906,0,0.0094
21074D-06-69,-0.0925565,-0.00815772,-0.0439158,AG153_AG1,0.82415,32319370,pinetum,Canton,OH,Central,40.8947927,-81.3314,white,larva,-1.88943767,-0.774412046,0.71839213,91,64,36.41807,17.6,0.046901941,0.078859622,pinetum_OH,0,0,1,0,0.9785,0.0215,0,0.9499,0,0.0501
21074D-06-70,-0.0974788,-0.0100122,-0.0701837,AG155_AG1,0.8712,41913062,pinetum,Florence,KY,Central,38.9377,-84.6335,white,larva,-1.632898488,-0.565584468,0.396663719,75,49,24.34121,22.8,0.010152186,0.10873055,pinetum_KY,0.0093,0.0093,0.9907,0.0011,0.971,0.0279,0,0.948,0.0117,0.0403
21074D-06-71,0.0316588,-0.0556723,0.000575009,AG157_AG1,0.9031,36637450,lecontei,Vilas_County,WI,North,46.00368,-89.24941,red,larva,0.55808516,0.957631321,0.012983741,179,116,32.59762,19.2,0.019029312,0.046255951,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-72,0.0315966,-0.0554653,0.000556452,AG159_AG1,0.898,34675978,lecontei,Vilas_County,WI,North,46.00371,-89.24945,red,larva,0.558085276,0.95793312,0.012983741,180,116,40.69534,18,0.030799473,0.03170846,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-73,0.0315105,-0.0555483,0.000506541,AG160_AG1,0.9712,36394456,lecontei,Vilas_County,WI,North,46.00377,-89.24921,red,larva,0.55992197,0.95607683,0.012983741,181,116,32.35261,19.7,0.017251955,0.031831608,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-74,0.031612,-0.0554484,0.000364436,AG162_AG1,0.9711,39667976,lecontei,Vilas_County,WI,North,45.869019,-89.26766,red,larva,0.15048919,1.394620174,-0.079597947,173,114,24.73844,21.7,0.007833894,0.044736086,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-75,0.0316185,-0.0558022,0.000393637,AG163_AG1,0.9732,39081452,lecontei,Vilas_County,WI,North,45.86893,-89.26749,red,larva,0.151319976,1.395433683,-0.079597947,172,114,28.8202,21.4,0.008099532,0.035764369,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-76,0.0316873,-0.0555172,0.000473722,AG164_AG1,0.9215,39664706,lecontei,Vilas_County,WI,North,45.86876,-89.26758,red,larva,0.152541459,1.393078906,-0.07737351,171,114,26.35039,21.4,0.007737299,0.047535374,lecontei_WI,0,1,0,1,0,0,0.89,0,0,0.11
21074D-06-77,0.0226906,0.0638171,-0.00348817,AG167_AG1,0.8404,34891894,lecontei,London,KY,Central,37.1492326,-84.1186227,virginia,larva,-0.679675,-0.452530277,0.278929734,25,22,19.67485,18.3,0.031021642,0.124395642,lecontei_KY,0,1,0,0.0978,0,0.9022,0.0024,0,0.84,0.1576
21074D-06-78,0.0226406,0.0633445,-0.0034793,AG168_AG1,0.8034,35196960,lecontei,London,KY,Central,37.1492326,-84.1186227,virginia,larva,-0.679675,-0.452530277,0.278929734,25,22,19.48645,18.6,0.028886882,0.124549904,lecontei_KY,0,1,0,0.0983,0,0.9017,0.0025,0,0.837,0.1605
