ID,species,centroid_size_left,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23,Comp24,Comp25,Comp26,Comp27,Comp28,Comp29,Comp30,Comp31,Comp32,Comp33,Comp34,Comp35,Comp36,Comp37,Comp38,Comp39,Comp40,Comp41,Comp42,Comp43,Comp44,Comp45,Comp46,Comp47,Comp48,Comp49,Comp50,Comp51,Comp52,Comp53,Comp54,Comp55,Comp56,Comp57,Comp58,Comp59,Comp60,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,Cutwindow_length_left,Sut1_length_left,Sut2_length_left,Sut3_length_left,Sut4_length_left,Sut5_length_left,Sut6_length_left,Arc1_width_left,Arc2_width_left,Arc3_width_left,Arc4_width_left,Arc5_width_left,Leftface_length,noncut_edge_length,Intersect_to_top_dist_left,dist_arc2_arc3_left,dist_arc3_arc4_left,dist_arc4_arc5_left,Leftface_height1,Leftface_height2,Leftface_height3,Leftface_height4,Leftface_height5,Leftface_height6,Leftface_height7
LBX013V19,LBX,1.719664394,-0.005622897,0.020942805,0.005680295,-0.009361047,0.013179379,-0.000627006,0.017643497,-0.013393461,0.013433794,-0.002061143,0.010406848,0.003136129,-0.003452675,0.008033057,-0.00466083,-0.001497829,0.001831095,-0.004501681,-0.000555215,0.001177229,-0.006108946,-0.000480395,0.000606774,-0.000400498,-0.009081783,0.000444452,0.000951167,0.001847042,0.002164974,0.002087678,0.004173917,0.003163323,-0.002077846,-0.000912297,-0.000169538,0.000957851,-0.000422306,0.000793473,0.000420711,0.000422918,0.000813247,-0.000122536,0.000277579,0.000396671,0.000308784,-0.000506704,-0.001701513,-0.00107686,-0.000324441,0.001037455,-0.00206212,-0.000606646,0.000230077,-0.000236731,0.00035816,-0.000887709,8.81E-05,2.04E-06,0.000126349,6.88E-05,2.5426,1.0183,2.5956,1.2005,2.4259,1.327,2.199,1.2875,2.0663,1.2936,1.952,1.3116,1.8549,1.3252,1.7657,1.3339,1.6963,1.3436,1.6273,1.3479,1.5435,1.3091,1.4738,1.2472,1.4029,1.1764,2.0538,1.1523,1.9775,1.2026,1.9236,1.2033,1.884,1.2393,1.8294,1.23,1.7999,1.2673,1.7424,1.2501,1.7215,1.286,1.674,1.2616,1.6521,1.2961,1.596,1.2335,2.2174,1.0635,2.2168,1.0081,2.0512,1.0872,1.9193,1.1235,1.824,1.1426,1.737,1.1541,1.6699,1.1626,1.5913,1.1688,0.464945459,0.19839879,0.127147316,0.099253665,0.079858688,0.065177067,0.064883665,0.132840129,0.115708643,0.098047794,0.089623267,0.070074603,1.150613619,0.282431602,7.20E-07,0.097910827,0.089291713,0.069360003,0.203911844,0.196268515,0.207787439,0.212002358,0.224817726,0.24892756,0.945220212
LBX014V01,LBX,1.754987949,0.046325527,-0.022913333,0.014117544,-0.036148347,-0.004934918,-0.022716134,-0.001343395,0.011776122,0.013345348,0.003604958,0.001506356,-0.002046798,-0.018088019,-0.010155406,-0.007719744,0.006942127,0.006321408,0.002137232,-0.008070911,0.002535447,-0.006590927,-0.001407461,-0.003417326,-0.000927589,-0.000588277,0.011379984,0.001355993,-0.002579045,-0.00427753,0.004882352,0.001085921,-0.000474272,-0.000714033,0.001773064,0.001065646,0.001996572,-0.0027458,-0.002657912,0.000320632,-0.002634107,-0.000313173,0.001467908,0.002260095,-4.25E-05,-0.002753362,0.001915271,0.000120682,-0.000261533,-0.000455946,0.000197723,9.48E-05,-0.001539731,0.000344143,0.001179507,-0.000182849,0.000720195,-0.000832043,-7.34E-05,-0.000318757,0.000391986,2.6257,1.0345,2.6359,1.24,2.472,1.3112,2.2343,1.2789,2.1163,1.2832,1.9969,1.299,1.9063,1.3076,1.8301,1.3163,1.7611,1.3263,1.6906,1.3321,1.6036,1.2994,1.5367,1.2411,1.4741,1.1699,2.1512,1.1113,2.0282,1.1778,1.9786,1.1757,1.9369,1.2246,1.8858,1.2044,1.8592,1.2504,1.7945,1.2292,1.7977,1.281,1.7319,1.24,1.719,1.2832,1.6694,1.2098,2.3569,1.007,2.3547,0.943,2.1472,1.0401,1.9732,1.0976,1.8804,1.1199,1.7869,1.1343,1.7303,1.1421,1.6696,1.1499,0.491765686,0.187070495,0.137370921,0.095579077,0.074096221,0.047915029,0.060249647,0.118078321,0.120440857,0.091007252,0.076695045,0.069720872,1.159532544,0.270520036,9.68E-06,0.097136656,0.094608298,0.063524798,0.198718922,0.200762746,0.210450113,0.213656406,0.234360769,0.254188611,1.106554784
LBX014V02,LBX,1.933360879,0.015991875,-0.003959179,0.000366571,-0.015856118,-0.000862412,0.005518049,-0.003669895,-0.01489543,-0.002641538,0.00356072,0.005480402,-0.005440964,-0.003884122,0.004857402,0.010233351,-0.003121503,0.007412251,0.002213277,-0.002604975,0.001523009,-0.002943661,0.00111866,-0.006705972,0.001451239,-0.003204919,0.000561047,-0.0025149,-0.000191697,0.001998838,0.002800615,-0.000880494,-0.000744407,0.001996978,-0.001744026,0.000937738,0.000850061,-0.000374055,-0.001286151,0.000433697,-0.00253534,0.002138472,-0.000559436,0.000719016,0.001611161,-0.00043377,0.000255298,0.001943243,0.000100054,0.000843185,-0.000321317,-0.000186089,-0.00032179,-0.001097618,0.00011716,0.000152185,-0.00061321,6.57E-05,0.000147635,3.10E-05,-0.000183556,2.6775,0.9687,2.7107,1.1818,2.5626,1.3012,2.3195,1.2731,2.1541,1.2846,2.0333,1.299,1.8923,1.3163,1.8089,1.3306,1.7283,1.3421,1.6622,1.3436,1.5658,1.3091,1.4924,1.2411,1.4234,1.1645,2.1429,1.1127,2.0635,1.1803,2.0013,1.1767,1.9642,1.2264,1.8934,1.2091,1.8657,1.2638,1.7902,1.2335,1.788,1.2929,1.7136,1.2497,1.6974,1.2918,1.6348,1.2228,2.3713,1.0009,2.3691,0.9362,2.1422,1.0523,1.9991,1.0983,1.8894,1.1235,1.7853,1.1392,1.7104,1.1462,1.63,1.1532,0.519891931,0.238570157,0.138155166,0.100227591,0.058854142,0.043105684,0.059033042,0.165799306,0.121655251,0.142057348,0.084617079,0.081416276,1.269292894,0.2985,9.68E-06,0.112659531,0.106045273,0.078294317,0.212946237,0.209058867,0.206914016,0.22695255,0.242348282,0.283174734,1.128554567
LBX016V01,LBX,1.846365325,0.017479717,0.010815702,0.003170485,-0.017818327,0.006561461,0.004400576,0.003286458,0.003593464,-0.003598604,0.010121413,-0.001555954,-0.006717726,-0.001104989,0.003630409,0.005485612,-0.001212738,-0.005018594,0.001670653,-0.001157291,0.007146697,-0.002429222,-0.007088376,0.00069584,-0.003587159,-0.0042685,-2.11E-05,0.000881673,-0.000916955,5.14E-06,-0.004551544,0.003830263,0.00293452,9.97E-05,0.00337387,-0.000927398,0.0024096,-0.001351075,-0.000157087,-0.00168946,-0.000559171,0.002553695,0.0010944,0.000424408,0.000252114,-0.000932752,-0.000710454,-0.000318423,-0.000172839,0.00058798,-7.97E-05,0.000618881,0.001191037,0.000739307,-0.001007185,-7.96E-05,-0.000266966,-0.000433125,9.34E-05,-0.000376291,0.000393609,2.6559,1.0183,2.7093,1.2105,2.5568,1.3285,2.3123,1.2868,2.1641,1.2997,2.0372,1.322,1.9196,1.336,1.8333,1.3403,1.7632,1.3544,1.6931,1.3565,1.6014,1.3263,1.5248,1.2594,1.445,1.1721,2.1494,1.1311,2.0793,1.1893,2.0135,1.185,1.9703,1.2379,1.9142,1.2184,1.883,1.2713,1.8283,1.2393,1.811,1.3004,1.7463,1.2487,1.7175,1.2882,1.6766,1.2264,2.3554,1.0228,2.3583,0.9631,2.1487,1.0667,2.0108,1.1095,1.9115,1.1316,1.829,1.1435,1.7422,1.1548,1.6737,1.1624,0.482308957,0.22534174,0.139209195,0.107463575,0.074334716,0.045708861,0.080442091,0.148760378,0.12884448,0.118430402,0.08640706,0.071503986,1.220628219,0.309122904,1.68E-05,0.104766645,0.088405995,0.082537022,0.211835431,0.206662672,0.212754812,0.228150499,0.24428862,0.274242539,1.09270545
LBX016V02,LBX,1.740819192,0.006908174,-0.005416374,0.002991169,-0.01019358,0.005936487,0.018004959,-0.002122283,-0.002452583,-0.008920366,0.002284768,0.003561091,0.003745254,-0.004666769,-0.007101553,0.000179733,-0.001377831,-0.000583309,-0.004566427,-0.000598952,-5.21E-05,0.002211522,0.004261154,0.002998491,-0.001904671,-0.007046068,-0.002426122,0.002332609,0.001798668,0.000772002,0.002389536,-0.001983751,0.000243751,-0.000139232,0.001239618,0.000923425,-0.00063634,-0.000709346,0.000665704,0.000155838,-0.000673041,-0.002209933,0.000488049,-0.001927836,0.000424965,-0.000245107,-0.000952584,-0.001309493,-3.07E-05,-0.00142434,0.000139744,-0.000309561,-0.000759264,-0.000189373,-0.001025927,-0.000693127,-0.000197332,-0.000879673,-0.000884999,0.000326555,-0.000158999,2.6127,0.9914,2.6478,1.1677,2.5227,1.2929,2.2756,1.2652,2.1433,1.2724,2.0246,1.2853,1.9175,1.3019,1.8355,1.3123,1.76,1.322,1.6888,1.3242,1.6075,1.2749,1.541,1.2109,1.4867,1.1437,2.1381,1.1187,2.0717,1.1699,2.0113,1.1667,1.9693,1.2136,1.9088,1.1996,1.8813,1.2411,1.8182,1.2184,1.7902,1.254,1.7542,1.2274,1.7262,1.2519,1.6873,1.2059,2.331,1.0059,2.3324,0.9473,2.135,1.0559,2.0085,1.1001,1.9067,1.1219,1.8177,1.1348,1.7524,1.1401,1.6848,1.1444,0.45915627,0.200919138,0.125031236,0.090548219,0.070760724,0.073830752,0.077823197,0.132495774,0.119398911,0.108378826,0.082656881,0.076120562,1.13625318,0.270969851,3.92E-06,0.107650639,0.092529995,0.064629715,0.192864719,0.191202641,0.194634144,0.201494342,0.218765468,0.252140536,1.095444937
LBX016V03,LBX,1.844940087,0.023421987,-0.005912358,0.002791263,-0.019051403,0.020207387,0.007760464,-0.000784517,-0.007639073,-0.016565279,0.00702333,-0.002811369,-0.000618888,-0.004046864,0.00575295,0.001409396,-0.001719319,-0.002317424,0.00316568,0.004615235,-0.002596616,0.002076622,-0.000230812,-0.001476445,-0.00088006,-0.004175021,-0.001566098,-0.001018288,-0.000286831,-0.000696511,-0.003377576,0.003001068,-0.003902269,-0.001167704,0.001834684,0.003051327,0.001866907,0.000908715,0.001348425,-0.000419227,0.000348966,-0.000497271,9.19E-05,0.001646969,0.000778814,0.001477218,-0.001429568,0.00078368,0.000605339,0.000101668,-0.002237224,0.001426132,-0.000586867,0.000971399,0.000446157,-0.000157875,0.000519299,0.000501172,0.00055261,-0.000226442,-0.000157501,2.6548,1.0485,2.6791,1.2087,2.5205,1.3317,2.281,1.294,2.144,1.2994,2.0221,1.3101,1.9024,1.3247,1.815,1.3242,1.7341,1.3393,1.6715,1.3403,1.5771,1.2956,1.5076,1.226,1.4347,1.1451,2.1311,1.1338,2.0696,1.1866,2.0124,1.1737,1.959,1.2174,1.9029,1.2033,1.8668,1.254,1.8053,1.2174,1.7826,1.2745,1.7238,1.2298,1.6996,1.2665,1.6548,1.2136,2.3662,1.0232,2.3673,0.9693,2.1294,1.0755,2.0097,1.1095,1.9002,1.1314,1.8015,1.1405,1.7211,1.144,1.6543,1.1451,0.48293864,0.219394736,0.135126607,0.112137862,0.079157122,0.059328324,0.080561095,0.137106382,0.122368705,0.120587105,0.08740143,0.082297145,1.223918122,0.30688317,2.42E-06,0.113430199,0.098613234,0.082437916,0.209956376,0.203197564,0.210024879,0.216317591,0.232590842,0.265941366,1.097178709
LBX016V04,LBX,1.836409958,0.035596392,-0.006000325,0.01821974,0.001522323,0.003771484,-0.009750954,-0.002743999,0.005504658,-0.007128461,-0.000498932,-0.005746429,0.005497071,-0.006297577,0.006404946,0.003711309,-0.009230474,0.001747043,-0.002794118,-0.003542851,0.00106058,-0.002793541,-0.009166042,-0.003955389,-0.002458938,-0.001362865,0.000109822,-0.000439657,-0.002919253,0.003089785,-0.000386835,0.002119256,0.000517367,-0.001166819,-0.001861434,-0.00305594,-0.002131487,0.002203397,-0.001154623,0.000799681,0.001129749,0.000348045,-0.000393511,-0.000907344,-0.000716404,-0.00105568,-0.000253653,9.74E-05,0.000835345,-0.000714135,-0.000536503,-0.000109264,0.000718133,-0.000166636,0.00081072,-0.000666966,0.000207218,1.18E-05,-0.00013458,-0.000656241,0.000166241,2.6472,0.9644,2.6661,1.2033,2.5043,1.3069,2.2476,1.2702,2.1526,1.2799,2.0218,1.2929,1.9024,1.3101,1.8182,1.3209,1.7465,1.3344,1.6758,1.343,1.5852,1.3112,1.5054,1.2357,1.4331,1.1494,2.1426,1.1081,2.0678,1.1627,1.9995,1.1627,1.9599,1.2059,1.9002,1.1951,1.8797,1.2524,1.808,1.219,1.7977,1.2805,1.7276,1.2292,1.7044,1.2621,1.6467,1.2109,2.3511,0.9937,2.3504,0.9355,2.1404,1.0415,1.9977,1.0886,1.9002,1.1145,1.8053,1.1282,1.7237,1.1372,1.6428,1.1411,0.506443136,0.193135729,0.144661259,0.106773639,0.062004677,0.045303532,0.08366421,0.095493927,0.131444437,0.1206325,0.084889811,0.072959852,1.228113924,0.310458129,9.80E-07,0.104452142,0.09524731,0.081044432,0.219359477,0.206581558,0.206194132,0.215900718,0.246149751,0.25257777,1.107623677
LBX016V06,LBX,1.725185298,0.002757715,0.014391632,0.002775575,-0.016771232,0.000518698,0.002849871,6.91E-05,0.00037612,-0.004956821,0.000430311,-0.005450105,0.001853065,-0.007701842,-0.001025154,-0.003323329,0.001470191,0.001081335,-0.00382307,-0.001269453,-0.002069526,-9.46E-06,-0.001748152,0.001832255,-0.004174446,-0.000107887,0.001055316,-0.002230879,0.002846093,-0.003468678,0.000600191,0.003344784,0.002902763,0.00152621,-0.001040005,0.000268279,0.001838566,-0.000294098,0.001302341,0.001081548,4.83E-05,-0.001469143,-0.001130894,-0.000794638,-0.000524644,0.000431817,0.000330424,0.001318842,-0.001065455,6.28E-05,0.001001203,-0.001601612,-0.00129231,0.001105383,-0.001276824,-0.000695781,0.000207163,0.000113297,7.96E-05,0.000509043,-0.000536313,2.6106,1.0119,2.6661,1.2012,2.5388,1.3047,2.2792,1.2738,2.1598,1.2853,2.0433,1.3069,1.9383,1.3198,1.8607,1.3328,1.7902,1.3371,1.714,1.34,1.6284,1.3004,1.5579,1.2364,1.4917,1.1681,2.1419,1.1311,2.0761,1.1893,2.0167,1.1872,1.9736,1.2303,1.9196,1.2184,1.8937,1.2681,1.829,1.2368,1.8193,1.2853,1.7611,1.2465,1.7366,1.2745,1.6942,1.217,2.3267,1.0225,2.3252,0.9729,2.1372,1.0732,2.0106,1.1149,1.9128,1.1357,1.8231,1.1505,1.7535,1.1559,1.692,1.1602,0.455866318,0.198026715,0.127364398,0.103564714,0.068279206,0.063009602,0.082411892,0.119952532,0.118485484,0.105789461,0.078681383,0.070631013,1.12975026,0.281010498,4.50E-06,0.10198946,0.092449554,0.068589358,0.202328569,0.206846441,0.204776781,0.215266556,0.226487969,0.245772985,1.073085034
LBX016V08,LBX,1.705596156,0.022576858,0.005880653,0.007923076,-0.013000902,-0.008398707,0.006355979,0.009660969,-0.007602038,-0.006452599,0.004303364,0.008315584,0.008661913,-0.003245656,-0.003399131,0.005164542,-0.001758794,-0.000891264,-0.00281693,-0.001309713,0.003109247,0.002581545,-0.004023714,-0.006741513,-0.001879526,-0.002736548,0.00125139,0.001234437,-0.001154225,0.001118017,-0.001123577,-0.003710289,0.000120541,-0.000564907,-0.001802424,0.000422026,-0.001187643,0.000292778,-0.003780911,-6.60E-05,0.000179621,0.002313317,0.000854429,-0.001167394,-0.001597623,-0.001165756,-0.001637072,-0.000911485,0.000277735,-0.000877497,8.92E-05,-0.000541974,0.000640769,-0.001042608,-5.70E-05,0.000686679,0.000433833,6.72E-05,0.000397297,0.000527767,-0.00018846,2.616,0.9871,2.6424,1.2055,2.5,1.2907,2.2886,1.2573,2.1548,1.2584,2.0307,1.2713,1.9229,1.2875,1.8409,1.294,1.7665,1.3037,1.7003,1.3076,1.6248,1.276,1.5601,1.2077,1.5061,1.1386,2.1408,1.1063,2.0707,1.1526,2.0156,1.1526,1.9746,1.1936,1.9132,1.1893,1.8916,1.226,1.8279,1.2087,1.8132,1.2508,1.7593,1.2149,1.7348,1.24,1.6953,1.1947,2.327,1.0088,2.3242,0.9462,2.1397,1.0455,2.0146,1.0886,1.9092,1.1102,1.8254,1.1239,1.7549,1.1311,1.6917,1.1357,0.454185876,0.211295622,0.135153431,0.095835797,0.069006811,0.051317931,0.07115181,0.133804522,0.124768666,0.109010458,0.082257219,0.075029661,1.120192064,0.257438614,1.57E-05,0.108777985,0.087478283,0.068879605,0.183899538,0.184207519,0.19045002,0.201780723,0.220200091,0.258902395,1.089404654
LBX016V09,LBX,1.837000048,0.002603184,0.013834677,-0.006169361,-0.005401856,0.003632527,0.005828541,-0.008015857,0.00135189,-0.005281823,0.002150289,-0.008319454,-0.005726124,0.007232727,0.000150722,0.009541284,0.004496025,0.001287549,0.001459831,0.006508281,0.001967926,0.003823721,0.002141882,-0.001670679,0.002895076,-0.003717282,-0.000173976,0.000380804,0.000479833,0.000357829,0.003073242,0.000555689,-0.000245097,0.001378213,-0.000189482,0.002730877,7.62E-05,0.000417439,-0.002029692,0.002416198,0.000872391,-0.000103262,-0.001187772,-0.001247174,-0.001421827,-0.001645468,0.000972075,-0.000296554,0.001803835,-0.000260655,-0.00045934,-0.0005253,-0.001204627,0.001088639,-0.001350691,0.000597493,0.000102141,-0.000376575,0.000272298,-2.67E-05,-0.000282764,2.6451,1.0022,2.7021,1.1976,2.5784,1.2983,2.3155,1.2907,2.1516,1.2994,2.0405,1.3127,1.9239,1.3328,1.843,1.3447,1.7675,1.3468,1.6963,1.349,1.6,1.3181,1.518,1.2418,1.4497,1.1598,2.1559,1.1354,2.0868,1.2001,2.0264,1.1872,1.9876,1.2411,1.925,1.2174,1.8991,1.2735,1.8258,1.2368,1.8172,1.3022,1.7524,1.2476,1.7287,1.2871,1.6715,1.221,2.3465,1.0167,2.3465,0.9671,2.1537,1.0707,2.0236,1.116,1.9196,1.1383,1.8211,1.1519,1.747,1.1577,1.6715,1.1627,0.491905194,0.222688684,0.118572889,0.089022301,0.064276979,0.049718105,0.071200632,0.164130741,0.111893253,0.118319779,0.081770533,0.0755292,1.205744135,0.310818597,0,0.105801701,0.101079177,0.074190296,0.207626612,0.210202284,0.208068859,0.212207846,0.223650531,0.273091999,1.099280074
LBX016V10,LBX,1.849147199,0.025124916,-0.029768849,-0.001220844,0.002014252,0.012793383,-0.003199088,0.004033142,-0.016403567,0.001638769,0.012259796,0.010601283,0.000627936,-0.009993653,0.002880111,-0.00215235,-0.001371105,0.00813119,0.008023176,0.002924559,-0.005069993,-0.006056767,-0.00415403,-0.002636598,0.002425261,-0.00153393,-0.002335582,-0.006226689,0.000563272,-0.001222165,-0.002042351,0.001233005,0.000874104,0.00406306,0.002158001,0.002172024,-0.000212057,-0.001822654,0.001032215,0.000998371,0.000211776,0.000683998,0.001272846,-0.000692534,0.001029239,0.000433321,-2.73E-05,-0.000958997,0.00212091,0.000102268,0.000255874,0.000699402,-0.001440172,0.000133127,-0.000164327,-0.001757276,-0.001208405,0.000242091,0.000236834,-0.001241782,-0.000279735,2.6602,1,2.6737,1.1695,2.4896,1.3105,2.2562,1.2609,2.1268,1.2767,1.9959,1.2868,1.8866,1.3055,1.8017,1.3141,1.7226,1.3242,1.6402,1.3236,1.5701,1.2778,1.5097,1.226,1.4482,1.158,2.1336,1.1102,2.0606,1.1703,1.9991,1.162,1.9574,1.217,1.8948,1.1997,1.8603,1.2479,1.7963,1.2206,1.779,1.2745,1.7168,1.2368,1.7028,1.2821,1.6208,1.2044,2.3544,1.0038,2.3558,0.9419,2.1314,1.0494,1.9943,1.089,1.8869,1.1214,1.7923,1.1345,1.7111,1.1426,1.6181,1.1483,0.52138036,0.194271074,0.125313208,0.079713801,0.063320218,0.045644824,0.04652365,0.130361037,0.13128907,0.110888142,0.08533446,0.07974221,1.222255292,0.253549522,3.92E-06,0.110904373,0.100692899,0.081133778,0.204599756,0.193960331,0.195277981,0.198086244,0.229755392,0.245575426,1.108385335
LBX016V11,LBX,1.72994374,0.016137349,0.023409401,0.00282229,-0.005434646,-0.010955315,0.009328183,0.007705966,0.006520554,0.005464507,0.000836532,0.006794356,0.012575894,-0.003355233,0.000195588,-0.001586007,0.001044181,0.003891944,0.003651579,0.00349847,-0.003538485,-0.000940656,-0.003796082,-0.00516598,0.003724926,-0.002156563,0.001978749,0.001717513,-0.001201576,-0.002365742,-0.000317297,-9.74E-05,-0.002558311,0.001076586,0.003034297,-6.65E-05,0.004690787,-0.001749939,0.000448343,0.002239108,-0.002207384,-0.001202475,0.000973816,0.000188169,-0.000784103,-8.81E-06,0.000120303,-0.000954567,-0.00111141,-0.000710464,-0.001251869,0.000840918,0.000913954,-0.000807447,-0.000683464,0.000484729,-0.000911887,0.001564916,-0.000462195,0.000494405,-0.000399528,2.6246,1.0065,2.6834,1.2307,2.5439,1.3227,2.3058,1.2864,2.1807,1.2907,2.0534,1.3058,1.9542,1.3202,1.8736,1.3231,1.7869,1.3339,1.7201,1.335,1.6338,1.3026,1.5723,1.24,1.5119,1.1699,2.1742,1.13,2.0955,1.1828,2.0437,1.1785,1.9951,1.2271,1.9401,1.2087,1.9045,1.2584,1.8456,1.2371,1.8312,1.286,1.7765,1.2443,1.7564,1.2918,1.7129,1.2181,2.3303,1.0286,2.3299,0.9815,2.1764,1.0653,2.0372,1.1117,1.9337,1.1343,1.8409,1.1494,1.7675,1.1559,1.706,1.1602,0.469637413,0.204400391,0.137482544,0.097941717,0.079305296,0.056339773,0.051987114,0.125173879,0.128192433,0.100239713,0.080652154,0.087370075,1.124633651,0.265716484,3.20E-07,0.107912001,0.098675276,0.069474096,0.1916155,0.198022852,0.204962265,0.209141914,0.229419376,0.256182689,1.063423378
LL279xLL297-1,Lecontei,1.890511315,0.051260803,-0.043564694,-0.023955765,0.006586165,0.005980372,0.008848195,0.008428667,-0.005784963,0.006643397,0.002744296,0.001009125,0.009544766,0.006929162,-0.001688868,-0.002938757,0.002489104,-0.003646466,0.002166111,-0.00080802,0.001081326,0.002473364,-0.000204062,0.007758,-0.003170142,0.002673669,-0.000914855,0.002067159,-0.006120473,-0.003518666,-0.001702223,-0.000407317,0.001243548,-0.001188219,0.001072045,-0.002164371,0.000802003,-0.00088101,0.001496378,0.000721639,-0.000507055,-0.001766985,-0.000844727,0.002910823,0.001330367,-0.000100326,0.001557021,-0.00038857,0.000710757,0.001169336,0.001785455,-0.000526001,-0.000810511,-0.000474428,-0.000797972,0.001296868,-0.001024703,-0.000303923,-9.73E-05,-0.000481699,-0.0003473,1.6349,0.5952,1.6372,0.7763,1.4456,0.8557,1.2234,0.8171,1.0933,0.8306,0.9417,0.8425,0.8306,0.8567,0.7544,0.8657,0.684,0.8795,0.5631,0.8821,0.4964,0.8234,0.4425,0.7663,0.3909,0.7004,1.129,0.6774,1.048,0.7298,0.9853,0.7234,0.9171,0.7739,0.8642,0.757,0.8187,0.8015,0.7647,0.7729,0.7319,0.8067,0.6853,0.7877,0.6589,0.8247,0.603,0.752,1.3433,0.5837,1.344,0.4885,1.1266,0.598,0.9817,0.6437,0.8583,0.6663,0.7599,0.6754,0.6813,0.6817,0.6008,0.6885,0.531263739,0.168604419,0.110511221,0.072877431,0.056468133,0.063144675,0.060274787,0.130798547,0.152066334,0.112003795,0.076729655,0.071739808,1.248440243,0.250335235,9.80E-07,0.125674858,0.100762394,0.080767568,0.208334443,0.197988914,0.194597482,0.194941017,0.217683647,0.239530896,0.610960498
LL280xLL283-1,Lecontei,1.924830724,0.048771147,-0.014767056,-0.035990298,0.024411367,-0.004219754,-0.017203098,0.005720015,-0.004229251,-0.003066325,-0.007374935,-0.007800718,0.004682723,-0.007245052,-0.00228236,0.002114838,-0.001236297,0.004942209,-0.005257392,0.000395723,0.002254594,-0.001015405,0.005538933,0.00235874,0.001782433,0.003625283,0.000442012,-0.002057068,0.000383109,0.003665305,0.000272161,0.002489544,0.002887055,-0.001910155,0.001075992,0.00255644,0.001950439,-0.000424438,-0.000469588,-0.000509943,-0.001935568,0.000511923,-0.000245604,0.004305122,-0.000157991,-0.000695437,-0.001700438,-0.000717721,-0.001032153,-0.000664493,0.002057827,-0.000861106,0.001781109,-0.001599449,0.00129506,0.002229956,0.000169437,-0.002268793,-0.001035009,0.000727261,-0.000553253,1.6206,0.7349,1.6065,0.971,1.4552,1.0165,1.1956,0.9734,1.0702,0.9758,0.9448,0.9917,0.8258,1.0044,0.7467,1.0094,0.6737,1.0263,0.5321,1.0226,0.4557,0.9649,0.3882,0.9004,0.3385,0.838,1.1036,0.8187,1.0099,0.8853,0.9496,0.8766,0.9067,0.9306,0.8385,0.9067,0.8083,0.9536,0.7504,0.921,0.7242,0.9671,0.6591,0.9353,0.6377,0.9742,0.5464,0.9057,1.3128,0.7274,1.3091,0.648,1.0967,0.748,0.9507,0.7925,0.8396,0.8083,0.7417,0.821,0.6501,0.8284,0.5327,0.8369,0.563951097,0.179989139,0.108748977,0.072005694,0.053729787,0.047911794,0.063327798,0.125422964,0.126403995,0.11967577,0.07925787,0.074930701,1.28623871,0.267503495,2.74E-05,0.115105256,0.089253011,0.092413094,0.236121494,0.205164714,0.201763153,0.211429894,0.218813025,0.246142987,0.470539063
LL280xLL284-1,Lecontei,1.901187972,0.033670163,-0.001915043,-0.001767609,0.011026281,-0.010906956,0.003253236,0.006708795,0.001268458,-0.00862865,-0.009498909,0.00412713,-0.004328169,-0.00267774,-0.008197697,-0.002897682,0.002032459,0.004156391,0.003865819,0.000787365,0.003844386,0.00701093,0.003964254,0.002894451,-0.002149617,0.005031697,-0.001684153,-0.00177912,-0.001248821,0.003902742,-0.002286407,-0.001752758,0.001284516,-0.000830309,-0.000435121,0.002039281,-0.001657304,0.001494066,0.001737928,-0.002037514,-9.22E-05,0.002227332,-0.000563327,-0.000851943,0.00150655,-0.000140131,-0.000202135,-0.001158378,-0.001832004,-0.000351982,-0.000623962,0.002264024,-1.08E-05,-0.001082629,0.00068944,0.000604401,0.000775655,0.000427104,0.001317727,0.000363588,0.000396561,1.594,0.6409,1.603,0.9015,1.4454,0.9808,1.2044,0.9377,1.0591,0.9425,0.9213,0.9507,0.8112,0.9522,0.7335,0.956,0.6599,0.9766,0.5306,0.9726,0.4631,0.912,0.3975,0.8464,0.3401,0.7681,1.0679,0.7599,0.9925,0.825,0.9327,0.8126,0.8835,0.8644,0.8147,0.8411,0.7888,0.8935,0.7226,0.8565,0.7036,0.9073,0.6413,0.8702,0.629,0.9123,0.5623,0.8401,1.2853,0.6533,1.2798,0.5917,1.0663,0.6956,0.9292,0.7393,0.8065,0.7583,0.7187,0.7689,0.6372,0.7753,0.5583,0.775,0.511921283,0.224154166,0.135062245,0.094215338,0.062828735,0.057146303,0.07133933,0.145379263,0.138043761,0.110110218,0.077792866,0.076428529,1.260335293,0.279482558,6.05E-05,0.121392957,0.093378638,0.082446225,0.225754557,0.204758834,0.205317169,0.224046424,0.241172656,0.278718532,0.490713572
