ID,species,cut_edge_aysmmetry,centroid_size_right,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23,Comp24,Comp25,Comp26,Comp27,Comp28,Comp29,Comp30,Comp31,Comp32,Comp33,Comp34,Comp35,Comp36,Comp37,Comp38,Comp39,Comp40,Comp41,Comp42,Comp43,Comp44,Comp45,Comp46,Comp47,Comp48,Comp49,Comp50,Comp51,Comp52,Comp53,Comp54,Comp55,Comp56,Comp57,Comp58,Comp59,Comp60,Comp61,Comp62,Comp63,Comp64,Comp65,Comp66,Comp67,Comp68,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,Cutwindow_length_right,Sut1_length_right,Sut2_length_right,Sut3_length_right,Sut4_length_right,Sut5_length_right,Sut6_length_right,Arc1_width_right,Arc2_width_right,Arc3_width_right,Arc4_width_right,Arc5_width_right,Arc6_width_right,Rightface_len,cut_edge_length,window_to_edge1,window_to_edge2,Intersect_to_top_dist_right,dist_arc2_arc3_right,dist_arc3_arc4_right,dist_arc4_arc5_right,Rightface_height1,Rightface_height2,Rightface_height3,Rightface_height4,Rightface_height5,Rightface_height6,Rightface_height7,cutting_depth1,cutting_depth2,rail_length,window_to_rail
LX028xLL255v2-1,Lecontei,0,2.013353798,0.028742431,0.024628025,-0.005129203,-0.002260942,-0.013130985,-0.007006326,-0.001223311,0.012572687,0.000693746,0.001259481,-0.016012373,0.0060525,-0.003719129,0.005057708,-0.000504451,-0.003254436,-8.69E-05,0.003729042,9.57E-05,0.002095186,0.000500284,-0.002017714,-0.004397145,0.000631542,-0.000220842,-0.004060916,0.003426472,-0.001662794,-0.002738748,0.003787855,-0.000791025,-0.001049268,0.000395354,0.000136593,-0.000967039,-0.003197642,0.002585052,-0.001181272,-0.000253835,-0.0012197,-0.000579216,-0.001998583,9.79E-05,-0.001532422,-6.59E-05,-0.001340221,0.000252554,0.000734869,0.000773996,-0.000424716,0.000808819,-0.001715394,0.000629417,0.000322335,-3.81E-05,0.001393031,-0.000633641,0.00079096,0.002321783,0.000475365,0.000184012,0.000423045,-0.000417362,0.000201372,6.62E-05,0.000570176,0.000246314,-2.72E-05,0.3746,0.6714,0.3975,0.9179,0.6298,0.9917,0.7996,0.9599,0.9433,0.9554,1.0713,0.9575,1.1853,0.9591,1.2639,0.9597,1.3286,0.9619,1.3964,0.9706,1.5115,0.931,1.6038,0.87,1.6714,0.7702,0.906,0.7821,0.9734,0.8306,1.0194,0.8187,1.0877,0.8671,1.1417,0.8536,1.1893,0.8954,1.2353,0.8615,1.2702,0.9065,1.3091,0.8702,1.338,0.9038,1.403,0.9406,1.3853,0.8393,1.4853,0.8993,1.5472,0.8306,1.6056,0.7659,0.6803,0.6874,0.6766,0.6091,0.9067,0.7131,1.0218,0.7472,1.1448,0.7687,1.2393,0.7758,1.3131,0.7782,1.3861,0.7782,0.482701077,0.20720473,0.128378542,0.091875568,0.063825465,0.053571728,0.058855501,0.143770442,0.128017225,0.114011228,0.07860229,0.064737393,0.068355907,1.300558219,0.226770038,0.294326383,0.220646187,0.078387371,0.127182153,0.093932795,0.074311036,0.192675504,0.188050233,0.191088697,0.202602295,0.222507281,0.269036522,0.385451683,0.065940352,0.068963179,0.942139714,0.135282297
LX028xLL258v2-1,Lecontei,0,2.033701579,0.02402193,0.025567345,-0.008564679,-0.012479198,-0.005348372,-0.004576173,0.003998734,0.011302895,0.003919292,-0.000429109,-0.010560676,0.009031214,0.004072709,0.001870167,0.001263791,0.00030194,-0.006714548,0.001194821,-0.002638784,-0.000564695,-0.000561149,-0.001994748,-0.003962668,-0.00185741,0.001061765,-0.001468343,0.003323343,0.000829293,-0.003255504,-0.002473253,0.003525701,-0.000831443,-0.000286131,0.000655494,-4.47E-05,-0.002161157,0.001259247,0.000934626,0.001409808,-0.000776495,-0.001694663,0.000105557,0.000157968,-0.001399549,-0.002168619,-0.001284418,-0.000570484,0.000567743,0.000798293,-0.001797957,-0.000363988,0.000479247,0.000446067,0.002354466,0.001042093,-0.001218852,-7.36E-05,-7.22E-05,0.000245616,0.000676332,-0.000525014,-0.00031985,-0.00043743,-8.09E-05,-0.000671472,0.000553828,-0.001334108,-0.000128247,0.3964,0.6745,0.4163,0.8935,0.6353,0.9972,0.8163,0.9687,0.9552,0.9786,1.0911,0.9877,1.2028,0.9972,1.2794,0.9964,1.3433,1.0067,1.4119,1.0135,1.5409,0.9774,1.6337,0.9107,1.706,0.8206,0.9123,0.8067,0.9964,0.8575,1.0496,0.8552,1.106,0.8996,1.1607,0.8869,1.2052,0.9313,1.2563,0.9032,1.2881,0.948,1.3335,0.9149,1.3573,0.9515,1.4149,0.9853,1.4094,0.8829,1.5091,0.9504,1.5689,0.8782,1.6324,0.812,0.706,0.6956,0.706,0.6202,0.9139,0.7313,1.0532,0.7738,1.1639,0.796,1.2604,0.8107,1.3382,0.8192,1.4094,0.8194,0.502906403,0.188308258,0.127916574,0.089351105,0.065943688,0.049175705,0.056947695,0.139252361,0.136204332,0.112103256,0.076604177,0.064724802,0.068936202,1.317724315,0.227693324,0.303072351,0.226016216,0.0754,0.115533978,0.096979637,0.07808156,0.194116099,0.186701044,0.195192239,0.20505787,0.227039732,0.256679801,0.383572014,0.074100742,0.072493379,0.946046616,0.13820076
LX037xLL255v2-1,Lecontei,0,2.088030891,0.025223433,0.004509053,-0.015278943,-0.003520877,-0.007730225,-0.001166909,0.004263621,0.008803996,0.004744228,-0.000949324,-0.010607832,0.001193738,-0.004331516,-0.000923352,0.002940239,0.006044893,0.003523007,0.001660832,-0.004486406,-0.001521099,0.004719975,-2.54E-05,-0.002789705,0.000787472,-0.005543138,-0.001805741,-0.003017271,-0.000207798,-0.005666957,0.002982883,-0.001603345,-9.85E-05,0.00205518,0.00027926,-0.001945087,-6.11E-05,-0.001119055,-0.00144657,0.000624007,-0.001592028,-0.001709665,-0.000576013,-0.002285963,-0.000817503,0.00011854,7.68E-06,-0.000653098,0.001014108,0.000842151,2.67E-05,-0.000693386,0.000749665,-6.87E-05,0.000605254,0.000521787,-0.000780305,0.001098964,0.001075438,0.000308885,-0.000597536,5.18E-05,0.000586538,-8.41E-05,0.000106791,0.000341727,-0.000389601,9.44E-05,-7.19E-05,0.3762,0.5452,0.3718,0.7776,0.5697,0.8792,0.7676,0.8451,0.9229,0.8594,1.0538,0.8692,1.157,0.8819,1.2403,0.8901,1.3091,0.9028,1.3869,0.9099,1.5163,0.8806,1.6202,0.821,1.7067,0.7282,0.9004,0.6853,0.9742,0.7385,1.0187,0.729,1.0869,0.7845,1.1464,0.7734,1.1813,0.8274,1.2446,0.7946,1.2705,0.8385,1.3187,0.8099,1.3382,0.8581,1.4001,0.8766,1.3972,0.775,1.4935,0.8406,1.5718,0.7724,1.6348,0.7152,0.6861,0.575,0.6845,0.4877,0.9028,0.6065,1.0208,0.653,1.1488,0.6861,1.2456,0.7028,1.3218,0.7123,1.398,0.7194,0.504832972,0.20777844,0.131333545,0.090937891,0.059671936,0.059787959,0.053337604,0.155956981,0.131266332,0.103978507,0.083702628,0.069962347,0.0781233,1.343026154,0.243880955,0.313018354,0.227694971,0.087314661,0.135198558,0.100462331,0.075663069,0.190823112,0.195589085,0.199816841,0.206277992,0.228441174,0.274242593,0.407984424,0.073065792,0.068589504,0.977152158,0.136228228
LX037xLL258v2-1,Lecontei,0,2.066721625,0.044817422,-0.016827448,0.023027019,0.010035102,-0.01001735,-0.01418095,-0.011773713,0.010100766,0.002497393,0.009685483,0.000270461,0.010479416,0.008160809,-0.00014947,-0.005351331,0.00440209,-0.005325615,-0.000174074,1.05E-05,-0.005399922,0.002994945,0.00425261,-0.003909819,0.002945186,0.00089784,-0.001310869,-0.004673099,0.003420603,-0.001338862,0.000213431,6.31E-05,0.003057932,-0.001026206,0.00032872,0.002291776,0.00299064,0.000575099,0.003561104,-0.001590743,-0.001809966,-0.002305382,0.000541551,0.000447816,-0.000180202,-0.001327246,-0.001035963,-0.000653018,-0.000989794,0.000444064,0.000289571,0.000503408,0.000340028,-0.001029073,-0.000924422,-0.000346305,-0.000242368,0.001209565,-1.39E-05,-0.000749643,-0.000113768,0.00022249,0.000470994,0.000201548,-0.000288049,-0.001028189,-0.000468597,-0.000134033,-3.68E-05,0.4052,0.5552,0.4075,0.8425,0.5933,0.9647,0.7718,0.9171,0.9131,0.9274,1.0607,0.9353,1.1687,0.9448,1.2591,0.9504,1.3171,0.9623,1.3766,0.9623,1.5142,0.9261,1.6247,0.853,1.7163,0.7467,0.921,0.7139,0.994,0.7615,1.052,0.7631,1.1086,0.8147,1.1684,0.7956,1.2049,0.8491,1.2636,0.8147,1.2816,0.8718,1.3308,0.8295,1.3496,0.8806,1.3956,0.9266,1.4179,0.8187,1.4917,0.8893,1.5702,0.8131,1.644,0.7361,0.7171,0.6067,0.7147,0.5433,0.9202,0.6433,1.0536,0.6901,1.1679,0.7165,1.2657,0.7316,1.3319,0.738,1.4181,0.7417,0.50783132,0.252092999,0.184574159,0.129764286,0.102317789,0.081757018,0.087926901,0.14167491,0.147811265,0.108417019,0.090573285,0.059208192,0.0595,1.325011494,0.270238358,0.306963451,0.209625213,0.06344541,0.120852017,0.097097116,0.068810464,0.224469619,0.224529731,0.234229033,0.243649913,0.275774437,0.31143057,0.438538391,0.073072909,0.067544504,0.949089211,0.142942401
NP068xPX013-1,Pinetum,0,1.854524564,-0.032482104,0.001446666,0.01540394,0.013784751,-0.008328794,0.004698988,0.004383327,-0.002493681,0.002797306,0.002501255,0.010263552,0.002653697,-0.012979529,0.005160014,0.009200497,-0.001465728,0.002953564,0.005982168,0.001813064,-0.00197437,-0.00314786,-0.002490409,-0.00180485,-0.00171869,0.000792174,0.006687129,0.000190737,-0.00366258,-0.000515563,0.000337759,-0.003475195,0.003004404,0.001606129,-0.004113857,0.000316442,0.001064837,0.000562777,0.001790791,0.001786881,-0.000725563,-0.000730209,0.001335362,0.000514195,-0.002618498,0.001417474,-0.001031053,-0.001299485,-0.000649247,0.000157379,0.000784279,-0.001794753,-0.000966296,-0.00088634,-0.001212912,0.001535448,0.000612611,0.00117861,0.001399782,0.00135371,-0.00089946,-0.001608014,-0.000728796,-0.000162619,0.000947117,0.000280427,-0.000878766,0.000277542,-0.000288143,1.528,1.0016,1.4806,1.2292,1.6478,1.3263,1.893,1.281,2.0369,1.2896,2.1447,1.3026,2.2339,1.3155,2.3073,1.317,2.3849,1.3155,2.4446,1.3105,2.5421,1.2742,2.6309,1.2069,2.6733,1.1178,2.0171,1.1372,2.0674,1.1818,2.1178,1.1789,2.1602,1.24,2.2087,1.2066,2.2416,1.2767,2.2929,1.2201,2.315,1.2713,2.3635,1.2287,2.3932,1.2546,2.4428,1.2816,2.4466,1.1958,2.5165,1.2346,2.5759,1.1753,2.6115,1.103,1.8193,1.0221,1.8139,0.9606,2.0151,1.0739,2.1163,1.1131,2.2062,1.1303,2.2904,1.1404,2.3515,1.1426,2.4444,1.1397,0.433479192,0.189945387,0.112031647,0.064490387,0.039556668,0.046344147,0.061462997,0.144156755,0.10858103,0.090127965,0.073415325,0.077614496,0.059909014,1.151179625,0.204143087,0.239743384,0.184633962,0.061736618,0.095026838,0.085275377,0.071121867,0.170800117,0.179913868,0.183989837,0.182946823,0.193537102,0.240413852,0.401653707,0.063547463,0.063431538,0.810212022,0.133775708
NP073xPX013-2,Pinetum,0,1.8519239,-0.041643551,-0.000199228,0.020562172,0.011946389,-0.000945432,0.009610354,0.010200813,-0.003342869,0.000931264,-0.005055999,0.009005366,-0.000534124,-0.002695314,0.000651503,0.004247003,-0.00011677,-0.000147106,8.32E-05,0.003748771,-0.008298029,-0.003867855,-0.001351522,-0.000724881,-0.002308363,0.001943467,0.003989907,0.003397374,-0.004331278,-0.002582073,0.000619111,-0.002961286,0.002739449,-0.002280072,0.001771467,0.004177952,-0.000222683,0.001203174,0.002190811,-0.002370762,-0.001027466,0.000752413,7.70E-05,0.002528359,0.000245581,0.00207845,-0.001277142,0.001023522,-0.001905038,-0.001563976,0.000588476,0.000167959,-0.0004206,-0.000571643,0.000243468,0.001490148,-0.000218714,0.000520418,-0.000604994,0.000315593,-0.0009008,-5.09E-05,-0.000450624,-0.000555763,-0.000177607,0.00068809,0.000538471,-0.000343905,9.01E-05,1.5707,0.9914,1.5227,1.2087,1.6672,1.3209,1.9491,1.2864,2.0671,1.2914,2.18,1.3044,2.2663,1.3209,2.3389,1.3231,2.4205,1.3231,2.4887,1.308,2.5858,1.2702,2.665,1.2077,2.705,1.1185,2.0455,1.1415,2.1009,1.1861,2.157,1.1825,2.1947,1.2465,2.2433,1.2098,2.2756,1.2735,2.3198,1.2206,2.3436,1.2681,2.3943,1.2271,2.4245,1.2573,2.4806,1.2783,2.4838,1.1947,2.5518,1.2384,2.6138,1.1764,2.6516,1.11,1.8625,1.0248,1.8608,0.9617,2.0415,1.0707,2.1537,1.1095,2.2436,1.1282,2.3177,1.1354,2.3896,1.139,2.4795,1.1375,0.441516851,0.174037266,0.110591727,0.059736923,0.048303727,0.055200453,0.065921468,0.118105885,0.113645985,0.087863189,0.072633326,0.0816,0.069851628,1.14139866,0.192928821,0.233957005,0.181665737,0.063122896,0.090515082,0.077258592,0.074783019,0.170748031,0.190953659,0.192489506,0.187326987,0.201462577,0.234657729,0.408050977,0.054072266,0.060009416,0.804585316,0.137050392
NP073xPX013-3,Pinetum,0,1.846388266,-0.046096527,0.009241051,0.029567295,0.00586473,0.003399516,-0.007618732,0.009102127,0.006034231,-0.001977648,-0.004741117,0.011865959,0.012667489,-0.001566307,0.000944874,0.003642887,-0.005717595,0.008114819,-0.001263872,0.002923486,-0.001306408,-0.003677479,-0.000162641,0.000796807,0.001338328,-0.000498682,0.002240236,-0.00185615,-0.002361996,-0.005857599,-0.001828791,-0.002444164,0.002722926,-0.000897408,-0.001536287,0.000853199,0.003138324,0.000555998,-0.000347244,0.001427424,-8.07E-05,0.000337885,-0.001482119,0.002075067,-0.003169665,0.001468345,-0.001532644,-0.000614278,0.001341307,-0.002297218,0.000192364,-0.000447683,0.000469242,0.001835563,0.000172242,-0.00048326,0.000243699,-0.000543592,-0.001396354,-0.000552905,-0.000868582,0.000575155,0.000443798,-5.67E-05,0.000120776,-0.000437198,9.09E-05,0.000129773,0.000168041,1.5566,0.9633,1.4968,1.1588,1.6629,1.2997,1.9272,1.2767,2.0645,1.2832,2.1724,1.3019,2.2501,1.3119,2.3314,1.317,2.4051,1.3155,2.4633,1.3053,2.5577,1.2648,2.6332,1.2039,2.6818,1.1057,2.0304,1.1232,2.0879,1.1706,2.1359,1.1634,2.1753,1.2238,2.2282,1.1942,2.2573,1.2659,2.3091,1.2098,2.3371,1.267,2.383,1.2136,2.4153,1.2416,2.4558,1.2794,2.4552,1.1704,2.5318,1.2335,2.589,1.1731,2.6278,1.0992,1.8438,1.0092,1.8402,0.9401,2.0271,1.0552,2.1336,1.0948,2.2249,1.1138,2.3042,1.1214,2.3781,1.1235,2.452,1.1208,0.427414179,0.184966186,0.115005739,0.078153823,0.046560069,0.050323851,0.074600603,0.137453774,0.109508447,0.078340858,0.081459806,0.073715263,0.059087054,1.134174942,0.201776163,0.235655787,0.181124957,0.069193714,0.097303289,0.082390351,0.073997635,0.184845719,0.19905562,0.198032977,0.19528917,0.200672295,0.242986131,0.400933224,0.054389797,0.053872813,0.803508911,0.149242253
NP077xNP085-1,Pinetum,0,1.897449342,-0.050849063,-0.001789936,0.027467033,0.007682212,-0.023602027,0.012020557,0.003821097,0.004163404,-0.000670392,0.000173166,-0.00534001,0.004667634,0.008960227,0.004096047,0.000364153,-0.003026786,0.00193349,-0.000562084,-0.002276707,0.001033064,-0.006058204,0.001865677,-0.004687628,0.000870401,0.000210148,0.004519325,-0.000718926,-0.001296002,-0.003905321,-0.002407702,-0.002316608,-0.001729635,0.000412696,-0.003834529,0.000886429,-0.000868352,0.003080982,0.001223072,0.00198086,0.001802106,0.000775588,-6.70E-05,0.000780635,0.001479604,-0.001378743,0.0015618,-0.000208322,-0.002212086,-0.000811611,0.000686132,0.00010652,0.001193716,0.000615817,-0.000376705,0.000681813,-0.001080091,0.000443725,-0.000271344,-0.000203036,-8.47E-05,-0.000888524,0.000752879,0.000767471,0.000495706,-0.000615581,0.001082883,8.51E-05,-2.27E-05,1.5306,0.9513,1.4914,1.2098,1.6424,1.3252,1.9175,1.2875,2.0512,1.2918,2.1526,1.3058,2.2551,1.322,2.336,1.3263,2.4202,1.3263,2.4806,1.3145,2.5793,1.2697,2.6499,1.2082,2.6902,1.1214,2.021,1.1343,2.0743,1.1825,2.1275,1.1904,2.18,1.2371,2.2296,1.2141,2.2634,1.2789,2.3202,1.2292,2.3497,1.2652,2.3993,1.2292,2.431,1.2522,2.4779,1.2859,2.4806,1.198,2.5469,1.2379,2.5944,1.1807,2.63,1.1143,1.8474,1.0329,1.8468,0.9741,2.0167,1.075,2.1278,1.1127,2.2271,1.1311,2.3139,1.1408,2.3937,1.1435,2.4779,1.1413,0.463993373,0.184885072,0.111714368,0.07396249,0.043891913,0.06261709,0.074882909,0.133769129,0.102361907,0.103772299,0.081014196,0.0842,0.061541856,1.172009458,0.185180183,0.223158509,0.169606987,0.058803061,0.104814598,0.091849714,0.0791,0.173221044,0.191690193,0.190501654,0.189921931,0.194793147,0.234514157,0.406264163,0.060617242,0.061939487,0.795649596,0.129409776
NP078xNP060-V2,Pinetum,0,1.844655224,-0.044748129,0.021379481,0.016155871,0.007530145,-0.003461811,0.011845279,0.001963275,0.007944661,0.006717598,-0.003041557,0.007919546,0.005121799,-0.003983371,-0.00531747,0.0060091,0.004940903,0.002035331,-0.002014215,0.003284057,0.008544018,-0.002921104,0.001329633,-0.00012987,0.000385132,0.001151803,2.00E-05,-0.000342514,0.003203029,0.000588926,0.003003377,0.000356951,0.002139945,7.10E-05,-0.001847046,-0.000301025,0.002030269,-0.002747978,-0.005996008,0.002666739,0.000607241,0.001724941,0.000357518,0.00066561,0.000597034,0.002708597,-0.001407045,-6.52E-05,-0.00057771,0.000375035,0.000462764,-0.001198389,-0.000983537,-9.10E-05,-0.001391709,0.000585176,-0.000696438,0.000608595,0.001396816,0.000738583,0.000631692,0.0007816,-0.00129641,-0.000144209,1.15E-05,9.82E-05,0.000622277,-0.000122954,0.000330601,1.534,0.9752,1.491,1.1746,1.6658,1.3047,1.9207,1.2681,2.0566,1.2724,2.1447,1.2803,2.2447,1.3019,2.3195,1.3119,2.3964,1.3148,2.4569,1.3083,2.5448,1.2713,2.6278,1.2055,2.6634,1.1192,2.0149,1.1329,2.0782,1.1861,2.1264,1.1731,2.1659,1.2235,2.2184,1.199,2.2501,1.2645,2.294,1.2199,2.3234,1.2767,2.3684,1.2325,2.4008,1.2594,2.4601,1.2763,2.4662,1.1839,2.5252,1.2271,2.5748,1.1767,2.6072,1.1106,1.8269,1.0182,1.8233,0.9419,2.0086,1.0566,2.1192,1.096,2.2149,1.117,2.2904,1.1264,2.3587,1.1314,2.4608,1.1307,0.454172533,0.164780703,0.088962071,0.060627387,0.037787829,0.035415392,0.055574455,0.135968011,0.088453491,0.102306207,0.075465489,0.076954662,0.060848172,1.138543087,0.192873974,0.207542598,0.163037174,0.076384881,0.0955762,0.07843577,0.075459393,0.177642816,0.18470758,0.18135253,0.177749627,0.187178311,0.229038556,0.39551244,0.056854199,0.060319483,0.80184718,0.149526519
NP078xNP060v4-1,Pinetum,0,1.831134097,-0.040998509,0.023295189,0.008519669,0.022032096,-0.005053249,0.005228372,-0.005980267,-0.000455768,0.007786167,-0.008410717,0.00125909,-0.001292822,-0.004533955,0.00279174,-0.002001417,0.005686792,0.004302087,0.002808941,0.001266141,0.002993562,-0.000788234,-0.003231705,-0.006593179,-0.00285114,-0.00219549,-0.001262772,0.000231179,-0.001015225,0.002792675,0.000452256,0.004483106,-0.000334496,-0.00124835,0.001807221,-0.000862145,0.001076023,-0.001513369,-0.00352104,-0.001325422,-0.002575646,0.00107628,-0.000324128,-0.000711323,-0.002412508,-0.002184191,0.000508084,0.001098781,0.000965824,0.000607002,-0.000788073,0.001501991,0.001687738,0.000190226,-0.000527319,0.001035298,-0.000185415,0.000285515,-0.001063203,-0.000782771,0.000569974,-0.000163431,0.000344699,-0.001005952,-1.45E-05,-5.34E-05,0.000215829,0.000137584,-1.30E-05,0.473,0.7214,0.4504,0.9374,0.5996,1.0422,0.879,0.9933,1.0012,0.9964,1.0901,1.0107,1.194,1.025,1.2663,1.0306,1.3306,1.0353,1.3948,1.0226,1.4909,0.9845,1.5607,0.9266,1.5988,0.8369,0.9631,0.8655,1.0179,0.9107,1.0583,0.8964,1.0992,0.9472,1.1583,0.9282,1.1905,0.9726,1.2409,0.944,1.2671,0.9837,1.3095,0.948,1.3345,0.9734,1.397,0.9896,1.4049,0.9062,1.4631,0.9504,1.5115,0.8873,1.548,0.8321,0.7512,0.7417,0.7491,0.6729,0.9649,0.7948,1.0583,0.8226,1.161,0.8438,1.2361,0.852,1.3067,0.8552,1.4022,0.853,0.443670745,0.152989052,0.087311969,0.064148733,0.052516759,0.046906823,0.062022738,0.122239314,0.090042768,0.104879455,0.07251655,0.064471544,0.065444098,1.131709278,0.182833722,0.205911874,0.157129883,0.068832042,0.104934456,0.084097562,0.068716519,0.169761362,0.179992555,0.178048898,0.181335104,0.182939471,0.216289297,0.398412776,0.051026268,0.062969278,0.814607789,0.134463415
NP078xPX013-1,Pinetum,0,1.886400918,-0.033550318,0.016388347,0.002647874,0.014706828,-0.006962292,0.015780652,0.005608584,0.002852767,-0.007236671,0.002171133,-0.007834628,-0.005394982,0.000756949,-0.002127175,0.007462445,0.008538334,0.004449776,0.006048371,-0.000531334,0.003107457,-0.00303271,-0.003948201,-0.003592825,-0.002798702,-0.003099152,-0.002464662,0.004638573,-0.004249347,-0.00249161,-0.001859848,0.002395518,0.001396748,-0.001014515,-0.00151123,0.002033813,0.002367802,-0.000908788,-0.000260104,-0.001998769,0.000293488,0.002039925,0.002432426,-0.003424126,0.003819052,0.001564769,-0.000886928,-0.000232681,0.000451081,0.000144044,0.001283038,0.000609584,-2.89E-05,-0.001540079,0.00182114,0.000857104,0.000346715,-9.17E-05,1.96E-05,-9.80E-05,-0.000304341,-7.55E-05,-0.000139632,-0.000409483,-0.000608057,5.27E-05,-0.000120966,-0.00036835,0.00031811,1.5243,0.9957,1.4968,1.226,1.6769,1.3177,1.9542,1.2702,2.075,1.2756,2.1634,1.2864,2.2573,1.3004,2.3382,1.3069,2.4167,1.3101,2.4811,1.3007,2.582,1.2709,2.6668,1.2055,2.7064,1.1214,2.0254,1.1386,2.0836,1.1839,2.1386,1.1764,2.1828,1.2303,2.2346,1.2087,2.2735,1.253,2.3231,1.2217,2.3533,1.2508,2.3954,1.2325,2.4191,1.2573,2.4849,1.2584,2.4833,1.1834,2.5545,1.2287,2.6111,1.1737,2.6478,1.1106,1.8425,1.0275,1.8382,0.9498,2.0218,1.066,2.1347,1.1027,2.231,1.1221,2.3224,1.1307,2.395,1.135,2.4817,1.1321,0.460086351,0.149626201,0.092102389,0.059359666,0.050091916,0.058096644,0.052854517,0.120920635,0.089057285,0.094937927,0.081160705,0.078565196,0.065082409,1.188764443,0.194488072,0.231554767,0.184826026,0.077818892,0.101288153,0.089449707,0.073102189,0.168601068,0.181041017,0.181758356,0.177663305,0.182916648,0.215098582,0.401706485,0.059586911,0.064138366,0.82541432,0.123079365
NP081xNP060v4-1,Pinetum,0,1.876030326,-0.052158963,0.008668251,-0.009489662,-0.004497689,-0.007286293,-0.013779322,0.016023644,0.006395893,-0.001250768,-0.004077338,0.00889312,-0.007659391,-0.000724588,-0.005501655,-0.008656789,0.001810505,0.009044442,0.005769183,0.0066789,-0.000508426,0.003516088,-0.005610082,-0.000434302,-0.003965361,0.001949956,0.000497467,0.00107644,0.00222258,-0.000768927,0.00316038,0.00492918,-0.000572096,-0.002456526,0.002969038,-0.003700486,-0.002663965,0.001980483,0.003298907,0.004323025,0.001934785,9.83E-05,0.000456075,-0.001182219,0.003643506,0.000858361,0.000306978,-0.001679952,-0.001013549,-0.001650123,-0.001730408,1.84E-05,0.001198957,-0.000221575,4.34E-05,-6.06E-06,0.000777617,-0.000277381,0.000287079,3.78E-05,0.000255876,0.000121787,0.00121213,-0.000322469,-0.000153402,5.49E-05,-0.000635077,0.000808966,5.59E-05,0.4833,0.7143,0.4258,0.8734,0.5877,0.9996,0.8753,0.9652,0.9843,0.9716,1.0909,0.9858,1.1821,1.0012,1.2679,1.0118,1.3536,1.0149,1.4202,1.0033,1.5123,0.9591,1.5853,0.902,1.6266,0.8163,0.9628,0.8401,1.0258,0.8956,1.0718,0.8813,1.1298,0.9226,1.1745,0.9107,1.1988,0.9541,1.2615,0.9234,1.279,0.9631,1.3337,0.9266,1.3628,0.9496,1.4221,0.9721,1.3766,0.8901,1.4853,0.9274,1.5329,0.8718,1.575,0.8067,0.7578,0.7147,0.7567,0.6586,0.9631,0.7679,1.071,0.8012,1.1734,0.8202,1.2647,0.829,1.3393,0.8306,1.379,0.8321,0.416809837,0.152663879,0.086592436,0.074212196,0.049972993,0.049948974,0.065944901,0.109187728,0.10754162,0.092491081,0.086452299,0.085756049,0.067602663,1.147840969,0.182910716,0.260665379,0.209038992,0.056110783,0.106825325,0.087922068,0.072270879,0.176087705,0.194759852,0.190985863,0.185012459,0.19118852,0.215954,0.380581135,0.052485427,0.060479749,0.831593951,0.145575891
