ID,species,cut_edge_aysmmetry,centroid_size_right,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23,Comp24,Comp25,Comp26,Comp27,Comp28,Comp29,Comp30,Comp31,Comp32,Comp33,Comp34,Comp35,Comp36,Comp37,Comp38,Comp39,Comp40,Comp41,Comp42,Comp43,Comp44,Comp45,Comp46,Comp47,Comp48,Comp49,Comp50,Comp51,Comp52,Comp53,Comp54,Comp55,Comp56,Comp57,Comp58,Comp59,Comp60,Comp61,Comp62,Comp63,Comp64,Comp65,Comp66,Comp67,Comp68,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,Cutwindow_length_right,Sut1_length_right,Sut2_length_right,Sut3_length_right,Sut4_length_right,Sut5_length_right,Sut6_length_right,Arc1_width_right,Arc2_width_right,Arc3_width_right,Arc4_width_right,Arc5_width_right,Arc6_width_right,Rightface_len,cut_edge_length,window_to_edge1,window_to_edge2,Intersect_to_top_dist_right,dist_arc2_arc3_right,dist_arc3_arc4_right,dist_arc4_arc5_right,Rightface_height1,Rightface_height2,Rightface_height3,Rightface_height4,Rightface_height5,Rightface_height6,Rightface_height7,cutting_depth1,cutting_depth2,rail_length,window_to_rail
LBX010V09,LBX,0,2.052809619,0.003258033,0.007593023,0.014284647,-0.00887733,0.002259434,-0.005964797,-0.004222554,-0.006661014,-0.004068634,-0.003399184,-0.009168205,0.013689557,0.013418913,-0.0090964,-0.003813581,0.004673834,0.002737243,-0.007595829,0.00205275,-3.87E-05,-0.002557584,-0.003754057,-0.001265599,0.001364207,0.002271851,0.000630285,-0.000540367,-0.001649294,-0.00120106,0.000423165,-0.000411058,0.001609648,0.00403306,-0.001435704,0.001605199,-0.001321313,0.001439261,-0.001761457,-3.17E-05,-0.002237981,0.00152548,0.000764606,-0.001325391,-0.000177393,0.00108347,-0.00161015,-0.000653422,8.93E-05,7.39E-05,-2.91E-05,0.000347315,0.001396275,0.000682552,-0.000878984,-0.000195631,-0.00042817,0.000380053,-0.000215613,0.001159198,0.001199269,0.00046449,-0.00028458,-2.32E-06,0.000569342,0.000277584,-0.000225002,-0.000194804,0.00037849,1.4579,0.9243,1.4392,1.1803,1.6392,1.2968,1.8855,1.2656,2.0135,1.2742,2.1257,1.2785,2.2443,1.2799,2.3155,1.2864,2.3867,1.2918,2.4558,1.295,2.5834,1.249,2.6748,1.1706,2.7449,1.0696,1.9552,1.089,2.0458,1.1462,2.1041,1.1321,2.1559,1.1861,2.2109,1.157,2.2487,1.2228,2.3069,1.1721,2.335,1.226,2.3835,1.1775,2.4051,1.2303,2.4676,1.2627,2.4666,1.1375,2.5539,1.2152,2.6251,1.1383,2.6884,1.0556,1.7535,0.9876,1.7503,0.9239,1.9563,1.0207,2.1041,1.0613,2.2134,1.0757,2.3096,1.0804,2.3835,1.0814,2.4649,1.0793,0.513694666,0.18985692,0.132012462,0.097210082,0.057269276,0.063469757,0.064193536,0.128288581,0.112282367,0.118608263,0.071496084,0.071404482,0.069174056,1.295176085,0.241384776,0.286463436,0.210814729,0.063780326,0.10966426,0.097180296,0.076790104,0.215891871,0.215983796,0.209915078,0.220950515,0.23137582,0.254928716,0.389098471,0.058208676,0.059273772,0.947299583,0.152516917
LBX010V12,LBX,0,2.098183062,0.009714368,0.009901487,-0.001558284,-0.01176875,0.009260533,-0.000853143,-0.003037587,-0.005057154,-0.008522631,-0.004472313,-0.006147117,0.002747832,0.000408593,-0.0097438,0.004944729,0.000974647,0.000221243,-0.004043983,0.002919173,-0.000968591,0.000357918,-0.001499509,0.00338284,0.000667947,-0.00068101,0.000918442,-0.000762352,0.000812446,0.002518368,0.003894226,-0.000988104,0.00017165,-0.001408942,-0.001481863,2.89E-05,-0.000864827,0.000607457,-0.000118039,-0.000483109,0.001091901,0.000193863,0.000833264,-0.000632309,0.000370695,0.000145247,0.000937342,0.000806871,-0.001044434,0.000642085,-0.000209099,-0.000374794,-0.000409328,-0.001500184,0.000871611,0.000223547,0.000624556,-0.00055844,-0.000129523,-0.000295731,-0.000782884,-0.000728488,-0.000280469,-0.000496011,-0.00099605,-0.000335555,0.000559328,0.000323924,-0.000519256,1.4649,0.972,1.4428,1.2044,1.6661,1.3166,1.9045,1.2843,2.0358,1.2896,2.1566,1.2983,2.2587,1.3055,2.3335,1.3083,2.4141,1.3198,2.4881,1.3249,2.6224,1.2864,2.7186,1.2181,2.8004,1.1084,1.9919,1.1127,2.0739,1.1785,2.1354,1.1645,2.1882,1.219,2.2443,1.1936,2.2789,1.2481,2.3314,1.2033,2.3551,1.2616,2.4112,1.2141,2.4414,1.2602,2.4968,1.2911,2.5,1.1742,2.5949,1.2449,2.6715,1.1699,2.7384,1.0944,1.7691,1.0032,1.767,0.9434,1.9858,1.0405,2.1303,1.0822,2.2375,1.1016,2.3267,1.1131,2.4061,1.1149,2.4989,1.116,0.511808421,0.192575492,0.117451352,0.08536422,0.060850637,0.051453377,0.065554939,0.131406925,0.121112881,0.102353554,0.074852388,0.081416276,0.074175535,1.34244747,0.251730014,0.307522032,0.222964504,0.059836862,0.112720983,0.087638462,0.080527511,0.20917899,0.206577637,0.204063127,0.212686859,0.22791448,0.256998307,0.38659934,0.063560994,0.067391765,0.983066102,0.155312234
LBX010V16,LBX,0,2.09583085,0.023448165,0.019332476,-0.008978472,0.00259987,0.000179404,-0.005883832,0.000558154,-0.011258455,-0.0038964,-0.003175289,0.000438505,0.000901377,0.001139917,0.002709502,-0.002029608,-0.003453362,-0.001242822,-0.003054298,-0.003534407,0.001695461,0.000769362,0.001634221,-0.001160613,-0.001966159,0.004007923,-0.001157149,0.000842938,0.004460927,0.002992976,0.001054442,-0.002821808,0.000677421,-0.000558075,-0.000823855,0.001578422,0.000345423,-0.000364937,0.000817569,0.000472388,0.001558142,-0.000677042,-0.000472826,-0.000948163,0.002917983,5.67E-05,0.000920902,0.002146138,0.002098301,0.002261259,0.000650769,0.000152037,-0.001041598,0.000583542,-0.000898484,0.000755458,0.000660419,0.001503991,0.001379708,-0.001061619,7.89E-05,-0.000346953,0.001097409,0.000402153,1.36E-05,-0.000452309,0.0013631,-0.000812227,-0.000977267,1.4515,0.9894,1.4673,1.2483,1.6586,1.3202,1.8927,1.2843,2.0318,1.2907,2.1526,1.294,2.2551,1.3047,2.335,1.3112,2.4137,1.322,2.4817,1.3296,2.6197,1.2913,2.7197,1.2134,2.7875,1.1063,1.9865,1.117,2.0566,1.1742,2.1224,1.1624,2.1785,1.2131,2.2357,1.1936,2.2789,1.2454,2.3263,1.2055,2.3576,1.2659,2.4029,1.2152,2.432,1.2433,2.4924,1.2983,2.4838,1.1846,2.5831,1.2522,2.6564,1.1789,2.7226,1.0926,1.7449,0.9962,1.746,0.9283,1.9822,1.0394,2.1214,1.0804,2.2314,1.0987,2.3155,1.1117,2.3986,1.116,2.4827,1.116,0.50187354,0.191801277,0.119110411,0.084944806,0.063897809,0.050624599,0.080799629,0.139247154,0.120845066,0.103056975,0.080163957,0.079437586,0.068423388,1.341104623,0.249763568,0.31363128,0.237651531,0.06790891,0.11751736,0.09137817,0.077211722,0.213602341,0.205299781,0.202230463,0.210598029,0.228591885,0.26074175,0.401527546,0.066330234,0.072091192,0.990324215,0.155405952
LBX010V17,LBX,0,2.121765736,0.010892317,0.004439869,0.008535012,-0.005357405,-0.008630124,-0.003017537,-0.00124239,-0.010883183,-0.0010522,-0.005317859,0.001771813,0.010590314,0.005997978,-0.003306627,-0.00313754,0.002760529,-0.000116489,-0.005181255,-0.001694167,0.001694292,-0.003934898,0.001000561,0.003226114,0.001325186,0.000781072,-0.000356662,0.001718674,0.000129286,-0.002992787,0.001281555,0.002923251,0.002414473,0.002442094,-0.000555637,0.000491009,-0.000154444,-0.000595676,0.00286897,-0.002220953,0.002891765,0.000581335,-0.000944288,-0.002832358,-0.000350605,0.000206705,-0.000138737,-0.000505467,0.001400367,-0.001075576,-0.000566866,0.001412502,-0.000387642,-0.001712633,0.001464961,0.000551952,0.001045116,0.000879763,-0.000269547,-0.001348714,-0.000109736,-0.000851277,-0.00059459,0.000359739,-0.000400258,1.81E-06,-6.98E-05,-0.000250217,3.31E-05,1.4714,0.9407,1.4694,1.2206,1.6535,1.3112,1.8891,1.2835,2.0329,1.2922,2.1595,1.3022,2.2702,1.3109,2.3594,1.3094,2.4328,1.3252,2.5047,1.3252,2.6316,1.2864,2.7309,1.2066,2.8074,1.0955,1.993,1.1084,2.0822,1.1663,2.144,1.1606,2.1958,1.2095,2.249,1.1936,2.2893,1.2469,2.3468,1.198,2.3727,1.2656,2.4302,1.2023,2.4518,1.2555,2.5158,1.2914,2.5122,1.1634,2.6046,1.24,2.6758,1.1667,2.7438,1.0814,1.779,0.9876,1.7776,0.9229,1.9908,1.0329,2.1419,1.0796,2.2447,1.0969,2.3468,1.1063,2.4277,1.1084,2.5097,1.1063,0.522105009,0.20360555,0.135208358,0.099553905,0.066789296,0.045774775,0.07224327,0.144062938,0.126994331,0.111041344,0.089212611,0.075081289,0.0719,1.344938303,0.259515799,0.302908319,0.22292584,0.064715145,0.110063618,0.097898927,0.083510778,0.218957096,0.212287282,0.218469037,0.222277147,0.238913708,0.270450088,0.407648991,0.065144225,0.068029552,0.979114237,0.166543808
LBX010V18,LBX,0,2.074367884,0.015486494,-0.00543203,-0.011645375,-0.006615056,0.012000177,-0.002624997,-0.00535182,0.001820886,0.001454649,-0.005329928,0.002755993,0.001636464,0.0059656,-0.001575144,-0.002458546,-0.008022071,0.000908823,-0.005751637,-0.000259579,0.002105468,0.000503866,0.004801943,-0.002346621,-0.000473106,0.003697427,-0.002795167,0.000356225,-0.001476842,-0.003136159,0.001093531,-0.004419895,-0.000291393,-0.000718788,-0.000373205,-0.002127943,-0.000929313,-0.000368294,9.97E-05,0.001086272,0.003494323,0.00071684,0.002085138,0.000844342,5.14E-05,-0.000454384,0.000845351,0.001129114,0.000984228,0.000585213,0.000285937,-0.001074368,-0.000733967,-0.000581149,7.70E-05,0.001656044,-0.000321584,0.000523155,0.001270107,0.00040859,1.21E-05,0.001029458,3.41E-05,-0.001031555,-4.86E-05,0.00034573,-0.000142946,0.000590054,-0.00057414,1.4768,0.9676,1.4622,1.1677,1.637,1.2832,1.8776,1.2605,2.0113,1.2627,2.1408,1.2659,2.2425,1.2785,2.3181,1.2828,2.4029,1.2943,2.4669,1.3044,2.6057,1.2702,2.7082,1.2001,2.7902,1.0944,1.9833,1.0829,2.0609,1.1397,2.1235,1.1332,2.1742,1.1785,2.2357,1.1634,2.2648,1.2228,2.3209,1.1753,2.3447,1.2389,2.4029,1.1818,2.431,1.2098,2.4773,1.2735,2.4935,1.1526,2.5762,1.2289,2.6496,1.1577,2.7172,1.0778,1.7686,0.9826,1.7629,0.9078,1.9804,1.0102,2.1221,1.0527,2.2371,1.0764,2.3191,1.0886,2.4047,1.0922,2.4924,1.0958,0.514938958,0.206674261,0.132624131,0.093564523,0.059998167,0.051330011,0.089049761,0.133718099,0.129539531,0.102477559,0.07572219,0.085576223,0.064792052,1.31950665,0.254844835,0.302354312,0.219891655,0.075016865,0.116193287,0.086027031,0.082257219,0.210152825,0.209351188,0.204767112,0.212565143,0.237437655,0.270588119,0.395949454,0.074863609,0.07233063,0.969323728,0.15849571
LBX010V22,LBX,0,2.053755937,0.053856418,0.042926464,-0.028014574,-0.020470087,0.008493689,0.000347141,-0.007280098,-0.002517481,-0.008425937,-0.002988277,0.001850564,0.006274458,-0.003288162,-0.001242743,-0.004674119,0.000566048,0.004055445,-0.002501078,0.003063291,-0.001137067,-0.000499663,0.00189697,0.004345247,0.001985248,0.00268412,0.000322863,-0.002056254,-0.003107716,-0.004598308,0.002183318,-0.001974405,-0.000787249,-3.81E-05,-0.0043646,0.000478646,0.004599467,-0.002208375,-0.000611221,-0.000998073,-0.000662635,-0.001399893,0.000632808,0.000693911,-0.00029274,-0.000381171,0.002173844,-0.001092859,0.000675015,0.000161317,0.000836363,7.56E-05,-0.002241319,0.001894872,-0.000420009,0.00064482,-1.43E-05,0.000604586,0.00018059,-0.000398065,-0.000202426,-0.000981881,-0.000837142,-0.000646351,2.93E-05,9.56E-05,0.000326143,-0.000524179,0.000529649,1.4617,1.0593,1.5029,1.2638,1.7589,1.3012,1.9175,1.2886,2.0361,1.2961,2.1656,1.3037,2.2627,1.308,2.3479,1.3123,2.4148,1.3177,2.4838,1.3274,2.6187,1.295,2.719,1.2174,2.7956,1.1117,1.9833,1.1203,2.0707,1.1845,2.1296,1.1616,2.1812,1.2222,2.2379,1.198,2.2859,1.2562,2.3292,1.2102,2.3657,1.2675,2.4148,1.2131,2.4391,1.2616,2.4946,1.2976,2.4914,1.1742,2.5955,1.2508,2.6688,1.1807,2.7352,1.0912,1.7384,1.0322,1.7352,0.9509,1.9822,1.0494,2.1282,1.0872,2.2346,1.1066,2.3198,1.1138,2.404,1.1192,2.4914,1.117,0.510950898,0.180705645,0.116840575,0.082979576,0.056758083,0.048206639,0.061136732,0.118836905,0.12972282,0.097195164,0.08530844,0.067117583,0.069678476,1.334928826,0.254740064,0.310554166,0.231663549,0.081362952,0.114253446,0.092111509,0.08564911,0.210537218,0.201084112,0.202420478,0.208828662,0.228301599,0.247795742,0.351100812,0.063784089,0.062184644,1.009794083,0.153165858
LBX010V24,LBX,0,2.144736908,0.015593249,-0.003928579,0.002850984,-0.001214422,0.006844146,0.001976548,-0.005024799,-0.009962279,-0.007829336,-0.000923622,-0.0074257,0.001894804,0.003056923,-0.009384845,-0.001512587,0.008375902,-0.000456944,-6.95E-05,0.007868497,0.002815585,-0.002505148,-0.006893643,0.001620601,-0.003886092,-0.001292428,-0.002720652,0.002632116,0.000536889,-0.001473136,-0.001384387,4.86E-05,0.000513685,0.001160542,-0.001737626,-0.000673758,-0.000561952,0.001628486,0.002470167,-0.001467586,-1.58E-05,0.00064709,0.002157865,0.000767932,-0.000466684,-0.002030864,-0.001391291,-6.26E-05,0.001714407,0.000962911,0.002341487,-0.000785534,0.000799935,-0.001532392,-0.000895931,-0.000812059,-0.000450631,0.001205965,0.001307517,4.78E-05,0.000590608,-1.35E-05,0.000367149,-0.000995149,-0.000365781,0.000525112,-0.000126065,0.000413363,0.000290907,1.4477,0.9569,1.4166,1.2213,1.6251,1.3249,1.8894,1.2875,2.0059,1.2994,2.1246,1.3037,2.2465,1.3101,2.3274,1.3166,2.404,1.3231,2.4748,1.3299,2.6122,1.3004,2.7244,1.2174,2.8028,1.1091,1.9772,1.1084,2.062,1.1631,2.1239,1.1659,2.1699,1.2077,2.2303,1.1904,2.2677,1.2379,2.3281,1.2062,2.3468,1.2623,2.4044,1.2177,2.4202,1.2724,2.4863,1.2983,2.5,1.1746,2.5852,1.2562,2.6726,1.1828,2.746,1.0944,1.76,0.9948,1.7571,0.9322,1.9746,1.0394,2.1203,1.0847,2.2303,1.1063,2.3274,1.116,2.4061,1.1192,2.5011,1.1214,0.526974648,0.199463405,0.147393691,0.10615126,0.075248123,0.057661512,0.053225276,0.117106191,0.11877786,0.122067891,0.081160705,0.076875289,0.071125804,1.363620493,0.270044533,0.309803309,0.228445179,0.062667137,0.109184294,0.099068057,0.077161778,0.210152183,0.212509882,0.210284617,0.223917954,0.243276489,0.262321654,0.414291311,0.058671373,0.062292857,1.002113791,0.154900291
LBX010V26,LBX,0,2.059965475,-0.001113133,0.013059836,-0.013121642,0.01281258,-0.000272847,-0.010628604,-0.008698764,-0.004154342,0.000219579,-0.001501936,0.003391306,0.014247512,0.00586735,9.94E-05,-0.005505084,-0.00371814,0.000914709,-0.005161371,0.005914519,-0.000510845,0.001290337,0.000532765,0.002935794,0.000292861,0.001987539,-0.001295182,0.002379472,0.002829102,-0.00040401,-0.001207783,0.000842245,-0.002711539,0.003729099,-0.004518444,0.000224704,-0.003085849,-0.00176285,-0.000148651,-0.003151753,-0.000872662,-3.78E-05,-0.000580634,-0.001459678,0.000849306,-0.000986637,-0.000631467,0.003640465,0.001433022,0.000516193,0.000336209,0.000692108,0.000934317,0.000867725,-0.001476196,0.000979484,-0.000227604,-0.000731435,-8.30E-05,-0.000600916,-4.43E-05,0.000138312,-0.000489179,0.000399045,0.000451331,-0.000383004,-0.000117367,-0.000253336,-0.00031322,1.4687,0.9951,1.4579,1.2314,1.6338,1.3069,1.9045,1.2745,2.034,1.2799,2.1677,1.2853,2.2772,1.2886,2.342,1.2945,2.4132,1.3096,2.4844,1.3107,2.5992,1.2681,2.6931,1.1893,2.7557,1.0879,1.9898,1.1052,2.0728,1.1591,2.1321,1.1505,2.1861,1.2001,2.2368,1.1796,2.2875,1.2303,2.3306,1.1926,2.3652,1.2465,2.4123,1.1911,2.436,1.2307,2.4935,1.2796,2.4928,1.1566,2.5712,1.23,2.6338,1.158,2.7028,1.0761,1.7557,1.0016,1.7513,0.9304,1.9903,1.0334,2.1327,1.0712,2.2341,1.0868,2.3258,1.0955,2.4083,1.0982,2.4903,1.0987,0.505619383,0.189574735,0.126878209,0.087164213,0.059202872,0.053312663,0.082128253,0.129612538,0.133809006,0.109549715,0.065068041,0.072783583,0.071208497,1.290341366,0.23867193,0.271727989,0.202951669,0.071335826,0.108668763,0.094696568,0.081713769,0.212082083,0.207194064,0.199121998,0.209311275,0.230862253,0.255911801,0.394409052,0.054200092,0.067053561,0.96259064,0.154436071
LBX010V27,LBX,0,2.026249063,0.027571111,-0.005685216,0.029731883,0.000382924,-0.001882847,-0.005001193,-0.001440432,0.000384399,-0.001888924,0.001145908,0.0006793,0.001492099,0.002835211,-0.005703029,-0.003550561,0.003176181,-0.002475575,-0.004127436,0.000141341,-0.005236089,0.003117894,-0.002611271,-0.001085969,0.000753503,-0.000528833,0.000512813,0.00227122,0.000320329,-0.00351557,0.001320464,-0.002646129,0.003010832,0.003808968,-0.000234007,-0.000351781,0.000123853,0.000264194,0.000315361,0.001038683,0.001518206,0.000595597,0.002775394,-0.001586388,-0.00522311,0.00113365,0.00172811,0.001116679,-0.000268381,-0.002940653,-0.001309869,0.00087638,-0.000873007,0.000190501,7.38E-05,-0.000277768,0.001352959,0.000401836,0.000901606,0.000239543,0.000403323,0.000313183,-0.000249226,2.37E-05,0.000462232,-0.000829586,7.87E-05,0.000286223,-0.000467167,1.4693,0.9213,1.4579,1.1947,1.6564,1.317,1.8592,1.2735,1.9844,1.2785,2.1188,1.2814,2.2217,1.2843,2.2972,1.2875,2.377,1.2918,2.4439,1.2961,2.5809,1.2573,2.6715,1.1818,2.746,1.0739,1.9754,1.0818,2.0509,1.1286,2.1019,1.1199,2.153,1.1717,2.2105,1.1559,2.2429,1.2127,2.3004,1.1688,2.3206,1.2235,2.3688,1.1681,2.3975,1.23,2.4554,1.267,2.4583,1.1447,2.5532,1.2217,2.6187,1.1404,2.6834,1.0599,1.7736,0.9696,1.7693,0.902,1.9707,1.0074,2.1009,1.052,2.2073,1.0714,2.3026,1.0825,2.3659,1.084,2.4579,1.084,0.486979281,0.224168084,0.163988597,0.114907485,0.074672619,0.068143672,0.065111366,0.1252998,0.134431284,0.102940857,0.075567784,0.079915768,0.067038049,1.28578756,0.246766225,0.29628353,0.216403905,0.067736622,0.114411363,0.090820813,0.068403582,0.212561544,0.214783472,0.217412166,0.227886485,0.254704731,0.288515961,0.430083027,0.064146395,0.067095454,0.92763744,0.146670856
LBX011V01,LBX,0,2.089358542,0.009709324,0.012573794,-0.017997504,-0.004744681,-0.018177014,0.000206585,-0.003139615,0.006568342,0.005881061,0.001570962,-0.000953192,0.006288938,-0.005190808,0.001681685,0.003643432,-0.003052162,0.003630067,0.002748746,0.003431818,-0.001026659,0.00265837,0.000147148,-0.000698426,0.005113743,0.004602726,0.000573741,-0.000422083,0.001069281,0.000937249,-0.004517312,0.00087242,0.003475413,0.00352299,0.000596344,0.004463752,-0.003711539,0.002374212,0.000571621,0.0022454,0.00046803,-0.000443477,0.001741906,0.000647698,0.003045042,-0.000356086,0.000730849,-0.000986862,0.000663333,0.001201205,-0.000964208,-0.001385362,-0.000424323,2.01E-05,-0.00105664,0.001228103,-0.00063035,0.00059599,0.000491963,-0.000409384,0.00079933,0.000531874,-0.000443668,0.000207712,-0.000436012,-0.000382144,-0.001032826,-0.000450133,-6.22E-05,1.4757,1.0162,1.4622,1.2551,1.6802,1.3242,1.879,1.2896,2.0315,1.2965,2.171,1.3058,2.2843,1.322,2.3533,1.322,2.4439,1.3285,2.5124,1.3274,2.6262,1.2886,2.7255,1.2238,2.801,1.1307,2.0038,1.1365,2.0685,1.1828,2.1397,1.1764,2.1958,1.2292,2.254,1.2044,2.294,1.2638,2.3544,1.2228,2.3835,1.2799,2.431,1.2303,2.4612,1.2706,2.5187,1.2961,2.5111,1.2037,2.5921,1.2476,2.6571,1.1886,2.719,1.1152,1.7751,1.02,1.77,0.9524,2.0034,1.0602,2.1365,1.0969,2.2472,1.1163,2.3501,1.1278,2.4266,1.1321,2.5097,1.1311,0.511731502,0.197521265,0.119568767,0.080514595,0.059002797,0.051811678,0.060429298,0.152656019,0.139809656,0.114452304,0.069,0.090832869,0.068508832,1.330236949,0.235557742,0.298949845,0.215340126,0.067792109,0.117679607,0.102072131,0.076966291,0.196318568,0.203555643,0.205044581,0.20424664,0.225533057,0.260959231,0.382490889,0.083452082,0.076925938,0.962862836,0.153956
LBX011V02,LBX,0,2.10779214,0.001651434,0.004344372,0.01005137,-0.002772954,-0.007340776,-0.00644412,-0.008036753,-0.007533151,-0.003236462,9.18E-06,-0.002971033,-0.000331741,-0.001970672,0.003066799,-0.003959935,0.004725098,-0.007612317,-0.00197314,0.006442363,-0.000381771,-0.002871158,0.00092634,-0.000448697,0.00084478,0.002720645,-0.00172721,-0.003171255,0.000125718,0.004908311,-0.003540918,0.001531255,-0.004049318,0.001195683,-0.000680865,0.000167222,-0.000862981,-0.002143189,0.00037711,3.44E-05,-3.40E-05,0.000746319,0.001767961,-0.000760054,0.000242243,0.002105346,0.000834178,-1.89E-05,-0.00188053,-0.000815335,-0.000124521,0.000715486,-0.002292623,-0.000879102,-0.001746249,4.38E-05,7.67E-05,-0.000340675,0.000638401,0.000873654,-0.000627362,-0.000310109,0.000319957,5.35E-05,-6.96E-05,1.56E-05,9.83E-05,0.000187834,0.000333773,1.4595,0.9396,1.4551,1.2113,1.6521,1.3148,1.8991,1.2713,2.0254,1.2774,2.149,1.2875,2.2771,1.2976,2.3533,1.3004,2.4324,1.3047,2.4968,1.3069,2.6289,1.2605,2.7265,1.185,2.7963,1.0761,2.011,1.1019,2.0757,1.1494,2.1462,1.1451,2.1965,1.1897,2.2454,1.1739,2.2929,1.2242,2.336,1.1926,2.3706,1.2357,2.4195,1.1954,2.454,1.2328,2.5092,1.2708,2.5081,1.1591,2.5987,1.2114,2.6694,1.1392,2.7233,1.0642,1.77,0.9836,1.7693,0.9247,2.0102,1.0318,2.1478,1.0707,2.2443,1.0868,2.335,1.093,2.4169,1.0958,2.5068,1.0937,0.500380106,0.203022092,0.137528506,0.108724836,0.075081289,0.06697298,0.07507443,0.126447222,0.124011975,0.128497549,0.076251426,0.079216791,0.064437567,1.343750903,0.249050437,0.299913721,0.219930375,0.058904159,0.103296079,0.092509729,0.083546933,0.213434393,0.214257135,0.212634828,0.222176911,0.240222085,0.264014128,0.407325239,0.073963572,0.073198702,0.964145347,0.147362478
LBX011V03,LBX,0,2.068170916,-0.014586405,-0.006559523,-0.019432668,-0.003979134,-0.001130354,-0.001059252,-0.008197749,0.005783096,0.0017018,0.000641002,0.003647956,0.007031764,0.002980181,-0.001192232,-0.00262842,0.005138903,-0.005690862,0.00165953,0.002025582,-0.006945387,0.000691238,-0.003192504,-0.006325268,0.003104919,0.006469452,-0.000173763,-0.00020316,0.001813913,0.003621034,-0.001532898,-0.003461346,-0.000361647,-0.000694674,-0.002998556,0.002809775,-6.22E-05,0.000477974,-0.000699112,0.001007502,-0.000491208,-0.00116594,-0.001538628,0.001016634,-0.000356465,0.001679744,0.000362702,0.000251134,0.000665901,-0.002754908,0.001625236,-0.000484107,-0.001372181,-0.000216602,-0.000475816,0.000154357,-0.000278781,-0.000364157,1.83E-05,-0.0005299,0.000843139,0.000190358,-0.000952474,0.000742818,-0.000649528,0.000766084,0.000252891,3.47E-05,3.44E-05,1.4622,1.0437,1.4522,1.2379,1.6262,1.335,1.8916,1.2954,2.0261,1.3026,2.1555,1.3062,2.267,1.3101,2.3403,1.3123,2.418,1.3155,2.4924,1.3127,2.6176,1.2652,2.7046,1.1933,2.7708,1.094,1.9923,1.1329,2.0685,1.1875,2.1404,1.171,2.19,1.2264,2.2483,1.2005,2.2878,1.2501,2.3367,1.2113,2.372,1.2616,2.4108,1.2149,2.4482,1.2551,2.495,1.2871,2.5047,1.1969,2.5766,1.2228,2.6456,1.1595,2.6974,1.084,1.7736,1.0401,1.7729,0.9746,1.9908,1.0653,2.1392,1.0992,2.2487,1.1138,2.3409,1.1181,2.411,1.117,2.5016,1.116,0.516381409,0.191172017,0.1226612,0.086938426,0.063503071,0.059794481,0.067529253,0.134692576,0.129450068,0.111568185,0.073333008,0.077765867,0.07445267,1.30956636,0.229738286,0.285302681,0.199932414,0.06550374,0.111860002,0.089057285,0.074187398,0.196915032,0.207703105,0.205730916,0.213784939,0.232729822,0.250572644,0.389113158,0.074078067,0.067995882,0.93095038,0.149767019
