ID,centroid_size_right,Comp1,Comp2,Comp3,Comp4,Comp5,Cutwindow_length_right,Sut1_length_right,Sut2_length_right,Sut3_length_right,Sut4_length_right,Sut5_length_right,Sut6_length_right,Arc1_width_right,Arc2_width_right,Arc3_width_right,Arc4_width_right,Arc5_width_right,Arc6_width_right,Rightface_len,cut_edge_length,window_to_edge1,window_to_edge2,Intersect_to_top_dist_right,dist_arc2_arc3_right,dist_arc3_arc4_right,dist_arc4_arc5_right,Rightface_height1,Rightface_height2,Rightface_height3,Rightface_height4,Rightface_height5,Rightface_height6,Rightface_height7,cutting_depth1,cutting_depth2,rail_length,window_to_rail
LBX013V14,1.98960815,-0.000870253,0.002251334,0.01035943,0.00262924,-0.00680714,0.479614355,0.211840034,0.144284788,0.107973423,0.077194624,0.05328649,0.053442492,0.12979191,0.11081286,0.119992833,0.085263884,0.071404482,0.069,1.279333733,0.229662121,0.280885493,0.209314142,0.061483331,0.111661497,0.087330693,0.077235355,0.198527429,0.19961027,0.198303454,0.217463675,0.232506107,0.262271691,0.393291673,0.074633572,0.069068155,0.896319837,0.146334856
LBX013V16,2.049200226,-0.011245839,0.007749486,-0.001044871,0.011118524,0.00014496,0.487590125,0.21550522,0.138832273,0.110022725,0.064948364,0.060081362,0.065908573,0.142665518,0.122739928,0.1065023,0.082811714,0.090038936,0.067980144,1.311026056,0.23514857,0.299615921,0.224696239,0.058316807,0.104843693,0.093631832,0.076219748,0.189916455,0.197784175,0.200466481,0.215294148,0.23553263,0.267372044,0.400082716,0.065012999,0.07273328,0.929244796,0.139002338
LBX013V18,2.045034539,-8.90E-05,0.017360184,-0.035326899,-0.006374227,0.008832398,0.477801821,0.209415878,0.126612361,0.095092797,0.071238543,0.051487183,0.064220012,0.151033903,0.129308082,0.10778126,0.071608449,0.07534567,0.065967644,1.294240492,0.259455526,0.31790195,0.238761178,0.0613653,0.119388651,0.10057957,0.077824739,0.18927974,0.200438644,0.202846173,0.204571943,0.216609233,0.263704114,0.408952332,0.065904173,0.065775375,0.927503881,0.149653266
LBX013V19,1.872713191,0.019612162,-0.000340123,0.005652495,-0.00074077,0.007483535,0.456718951,0.192624635,0.125831355,0.093086197,0.06466939,0.06915273,0.06697298,0.128072206,0.115673074,0.094193418,0.081366455,0.06304768,0.065833502,1.207922787,0.23049193,0.280001429,0.208649083,0.065882699,0.112046642,0.089528152,0.068929239,0.188430067,0.191499191,0.191599008,0.195834318,0.20968369,0.250471895,0.372275704,0.057034025,0.066044909,0.867224152,0.122429572
LBX014V01,1.846451898,0.027216116,-0.033955904,0.023220283,-0.02122869,0.024031325,0.441116425,0.183568679,0.121290766,0.09091408,0.057228315,0.047830221,0.046713167,0.120318328,0.110255385,0.086400521,0.072089944,0.058449979,0.061357966,1.18985065,0.209022487,0.269589503,0.212388535,0.06551496,0.108518432,0.077472382,0.070910154,0.195318663,0.189359869,0.192712869,0.200368685,0.216921368,0.253721777,0.390516133,0.059745209,0.057578121,0.875294156,0.142553604
LBX014V02,2.120142369,-0.004249759,-0.003696341,-0.003968595,0.012136931,-0.003771226,0.522836581,0.210800854,0.141320204,0.096070027,0.062011934,0.037678907,0.081097287,0.14259737,0.153480455,0.109193635,0.079915768,0.07294779,0.06472233,1.351997115,0.255758793,0.309907034,0.223322301,0.057361398,0.128051943,0.096690227,0.079035182,0.200547575,0.20175951,0.20274775,0.212414359,0.235162008,0.268691589,0.39019959,0.068394737,0.065096928,0.979292449,0.164159069
LBX016V01,2.094918644,0.008654544,-0.004082649,-0.012286065,-0.003422612,0.003449284,0.499358989,0.200920009,0.129566238,0.107080577,0.075528604,0.063211391,0.078865075,0.131603799,0.112274886,0.132859098,0.083347226,0.068032419,0.077818892,1.3377334,0.246857307,0.318344106,0.233858184,0.066907473,0.109556652,0.109830142,0.068502628,0.198846499,0.206343524,0.205791448,0.221914263,0.230335842,0.260186279,0.414241982,0.075850181,0.073567928,0.970358253,0.143233411
LBX016V02,1.951197322,-0.007586417,0.003429444,-0.000163103,0.001421413,-0.013260466,0.484354251,0.190160906,0.128481905,0.0900894,0.057245087,0.045292935,0.069416497,0.115836307,0.131024044,0.104548219,0.07593326,0.07664757,0.064317494,1.24265758,0.221686987,0.268037348,0.193258195,0.056803169,0.104064595,0.092906028,0.0719,0.187968428,0.192556096,0.187329549,0.191887493,0.21867796,0.246508032,0.389782965,0.056745925,0.067713514,0.895145888,0.147291276
LBX016V03,2.037730272,0.019188733,0.010820519,0.005182971,0.003532137,0.011172617,0.480193982,0.224831048,0.143334574,0.114079621,0.091666842,0.056680596,0.066630098,0.143757469,0.11919031,0.111522643,0.089735723,0.06675822,0.06331548,1.313895266,0.257829905,0.313854998,0.228813658,0.066962826,0.112193806,0.097411755,0.08184131,0.207774517,0.208996675,0.209458827,0.21940686,0.23807377,0.278669553,0.404981543,0.071102883,0.070447711,0.942298307,0.152575358
LBX016V04,2.087227089,0.003899288,-0.003164132,-0.010857527,0.009498293,-0.008704816,0.510234544,0.217334236,0.128085753,0.107697539,0.053240023,0.056668157,0.056932416,0.151842682,0.127935648,0.11528339,0.086018835,0.077404716,0.084450518,1.32758857,0.245141755,0.308507245,0.221876294,0.064065669,0.108473637,0.091684295,0.082012804,0.198527429,0.195911128,0.198246639,0.211331328,0.232328474,0.274439593,0.403692284,0.070100285,0.069001812,0.972901023,0.139982035
LBX016V06,1.971835114,-0.01534714,0.012821225,-0.007711713,-0.005954668,0.004167588,0.46977054,0.188768244,0.124255583,0.104646309,0.07864706,0.067389391,0.078703558,0.140535156,0.100537804,0.092145646,0.082703446,0.076312843,0.067657963,1.256330092,0.234980531,0.282311884,0.207591642,0.047503789,0.111688182,0.087807346,0.083437761,0.19387759,0.210856942,0.203593025,0.209986904,0.20958645,0.242183608,0.39375467,0.055113156,0.061841814,0.896971755,0.144036801
LBX016V08,1.90477763,2.23E-05,-0.002053708,-0.014675402,-0.013841981,0.003915522,0.459182371,0.188622295,0.129012247,0.102635764,0.070213959,0.069582253,0.073886399,0.112282367,0.11966194,0.106854761,0.078559277,0.075622351,0.064737393,1.198974066,0.222173671,0.273656208,0.203531324,0.052903403,0.104435674,0.08417363,0.070192379,0.178890833,0.185089303,0.188183767,0.199847267,0.217168713,0.242403898,0.395027012,0.065661937,0.064245233,0.870082002,0.11601905
LBX016V09,2.076535504,-0.006969839,0.007263926,0.000765427,0.00718552,0.002032404,0.499162228,0.197778917,0.135936493,0.097915882,0.07206053,0.057839519,0.070597025,0.134430056,0.123998589,0.106643331,0.083511736,0.079427011,0.067903608,1.315253322,0.258643326,0.305089511,0.225332931,0.054300829,0.113776316,0.088120656,0.085344596,0.199789514,0.203086238,0.202275901,0.209102391,0.226714358,0.252625038,0.403925661,0.059291905,0.065984392,0.957196458,0.145246721
LBX016V10,1.989257262,0.01345457,-0.003177526,0.007017929,-0.019048024,0.005872539,0.476050354,0.20831133,0.142217017,0.107702043,0.0811498,0.066270733,0.075602249,0.124452079,0.118168735,0.097357075,0.085447586,0.076120562,0.063734606,1.281064073,0.23171517,0.278713903,0.206468254,0.059386278,0.105996085,0.095121396,0.07593326,0.195783171,0.199707311,0.206262163,0.21106255,0.227051206,0.262325771,0.41056041,0.066251415,0.069460348,0.919756712,0.133527675
LBX016V11,1.985415322,0.014817862,-0.012061794,-0.006729898,-0.004076089,0.004570122,0.480120735,0.195228507,0.129350261,0.0960188,0.075678861,0.052943083,0.050699606,0.131855413,0.11668119,0.105627885,0.082778318,0.080821346,0.065640993,1.270036535,0.230526441,0.293832078,0.224608571,0.066962826,0.119288725,0.088423074,0.079238942,0.185922618,0.188204702,0.195712365,0.202408745,0.218066343,0.255930772,0.402272569,0.067082039,0.076249131,0.927322948,0.136171436
RX013xINV7-1-V17,1.983240937,-0.003585733,-0.013807203,-0.002371473,-0.006629331,-0.011064793,0.495092092,0.188083864,0.107331356,0.072764071,0.051444922,0.041367862,0.070126243,0.134501822,0.122739928,0.102137799,0.070591855,0.075575657,0.071913629,1.264720337,0.221861398,0.276976028,0.203794504,0.066924211,0.129422409,0.089727142,0.074398723,0.187154802,0.183046497,0.182349609,0.187310891,0.2011704,0.247074341,0.389095284,0.069985856,0.076323784,0.910704963,0.141986619
RX013xINV7-1-V18,1.989023721,-0.005531278,-0.025205706,-0.016995692,-0.002246557,-0.000866063,0.496958047,0.188080435,0.110936243,0.085668197,0.052330679,0.063278748,0.075560373,0.14350892,0.134494795,0.10759052,0.074143172,0.076616513,0.063289968,1.25870744,0.227641319,0.284521651,0.205433882,0.07040348,0.102525363,0.092934923,0.076699218,0.18773452,0.193500517,0.193567404,0.20285729,0.218267359,0.251901588,0.376917033,0.067094113,0.071722033,0.910242792,0.130767618
RX013xINV7-1-V22,1.971843266,0.005412997,0.00746812,0.007521737,0.003496123,-0.015421822,0.481387505,0.196752255,0.130942736,0.098932805,0.066483081,0.052335934,0.075646877,0.123909362,0.11721203,0.115469303,0.082044439,0.075502914,0.073511496,1.237490901,0.219814126,0.276960087,0.220351084,0.06040207,0.128731853,0.091063604,0.079565947,0.190500945,0.196889131,0.200759284,0.210506176,0.21916544,0.255531485,0.391135795,0.06024251,0.069701722,0.894129264,0.144583056
RX013xINV7-1-V23,1.955445355,0.008181324,0.008092495,-0.00659832,0.009583629,-0.001468932,0.463188482,0.201481314,0.134260828,0.101196492,0.066593168,0.058405907,0.072606887,0.132495774,0.121014379,0.108395618,0.07183488,0.072893964,0.071404482,1.253956909,0.24600498,0.305433462,0.233471219,0.0615,0.11002477,0.086937506,0.073451276,0.192506649,0.206290984,0.201970617,0.209520643,0.228700262,0.260612375,0.389621483,0.070631013,0.083106197,0.891027149,0.147885158
RX013xINV7-1-V24,2.004611825,0.017553003,-0.002198288,-0.000567538,0.009408622,-0.002385422,0.486815622,0.19612649,0.129718349,0.092782003,0.064839494,0.061987902,0.088732632,0.116100689,0.163110913,0.08640706,0.061023356,0.076251426,0.08201195,1.285415793,0.246664185,0.313039934,0.235099,0.053977958,0.114886596,0.088116571,0.08005623,0.199760106,0.212269499,0.200822334,0.20427249,0.230094111,0.260580966,0.381038213,0.065306967,0.078020831,0.929059761,0.150630807
RX013xINV7-1-V26,2.027886335,-0.009456348,0.002769381,0.003094906,0.015184446,-0.009467741,0.482881155,0.217834065,0.129389064,0.084328228,0.060373835,0.052900851,0.078784389,0.159132806,0.138187698,0.107344678,0.072308367,0.074895394,0.06860532,1.284822264,0.242386654,0.30520788,0.223037665,0.061168783,0.115131447,0.089600502,0.07662878,0.193643409,0.199031982,0.201918919,0.206238551,0.230232448,0.275224309,0.394979253,0.069386166,0.072369952,0.926163323,0.146219732
RX013xINV7-1-V27,2.011925826,-0.011490361,0.019599006,-0.01655791,-0.006485008,-0.003328029,0.502174083,0.213145068,0.146843182,0.105627648,0.064514494,0.043973856,0.070692857,0.116520771,0.149457151,0.104901573,0.069714059,0.077273864,0.0669,1.278868101,0.238519957,0.285623809,0.199813538,0.047101698,0.110211161,0.088676998,0.082778318,0.206158822,0.21222865,0.208895213,0.209319851,0.230021847,0.254632068,0.406131629,0.060854992,0.072660099,0.900691784,0.168370603
RX013xINV7-1-V28,1.943338809,-0.005232459,-0.002212518,0.009776774,0.001444262,-0.008474739,0.475887592,0.190272357,0.121495761,0.08780672,0.058109294,0.056211031,0.077498516,0.133126406,0.121563152,0.1063498,0.063666082,0.078917235,0.069093849,1.240610898,0.226839855,0.277030486,0.205430913,0.066021209,0.107930811,0.082858977,0.06835854,0.187300667,0.195452142,0.195013128,0.200514763,0.212474869,0.249557248,0.394542685,0.062271101,0.069191112,0.890522408,0.140042636
RX013xINV7-1-V31,1.965439204,0.008629799,-0.010181044,-0.009769117,0.001533239,-0.002873615,0.482292048,0.187415314,0.121023841,0.086709746,0.065027071,0.048671347,0.075084086,0.120809313,0.126683543,0.101365921,0.071553127,0.079114221,0.071750819,1.252069726,0.230800022,0.29252911,0.217917278,0.067839885,0.112535372,0.091371823,0.078864948,0.185731123,0.195379528,0.189462529,0.190768184,0.212833761,0.245208524,0.389348597,0.068934897,0.071191573,0.912385291,0.148100034
RX013xINV7-1-V32,1.985162791,0.02014154,0.014980371,-0.025703657,-0.000544072,-0.008894731,0.499595857,0.210348306,0.14003321,0.100070825,0.072381213,0.056611748,0.072865149,0.11330534,0.141712138,0.108997798,0.072819846,0.079335238,0.066439296,1.26337912,0.259131415,0.308962166,0.21701834,0.0431,0.113834309,0.08851418,0.073463596,0.182095415,0.189147614,0.194332833,0.204332768,0.230860586,0.257996473,0.396029102,0.077852746,0.07086847,0.913173039,0.132698041
RX013xINV7-1-V35,1.91338898,0.014519223,-0.020039814,0.008237526,-0.00237444,-0.017885128,0.500135832,0.167359971,0.114353924,0.077709781,0.04598478,0.050624302,0.062537429,0.120809313,0.118423182,0.103683364,0.074224659,0.068709897,0.06900029,1.224954562,0.222781148,0.264764424,0.193089047,0.055565637,0.10731957,0.088501412,0.069406412,0.188266965,0.185121393,0.186167801,0.19169481,0.212024621,0.237956509,0.35583936,0.073720079,0.073378607,0.891481918,0.134555751
RX013xINV7-1-V36,1.932913374,0.008410029,0.009616857,-0.00749556,0.005164017,-0.005010116,0.477322742,0.184271539,0.130415106,0.091417832,0.065292266,0.058700767,0.061170581,0.091401203,0.132385498,0.105627885,0.076638959,0.074756271,0.069114181,1.230057722,0.251926279,0.301029965,0.218710265,0.044913472,0.107804499,0.089238669,0.073751271,0.175910346,0.191323208,0.192864538,0.205541942,0.226044819,0.240262523,0.380517713,0.063936609,0.069801504,0.896055757,0.132623716
RX013xINV7-1-V38,1.845275445,0.004212333,-0.02459197,-0.008419218,-0.038505973,0.001766515,0.466635072,0.166250414,0.117887574,0.088327855,0.069759874,0.063383436,0.050038785,0.108131494,0.126278462,0.090778687,0.068008896,0.075510066,0.077007857,1.162790527,0.184938287,0.210426828,0.14933968,0.069074163,0.113905224,0.084359528,0.061892568,0.177808099,0.18602989,0.197039133,0.201267186,0.221103709,0.242181605,0.376234993,0.021868928,0.034375864,0.852979273,0.12314325
RX013xINV7-1-V39,1.895830402,0.018664971,-0.00609009,0.002730886,-0.013988887,-0.004160554,0.480699126,0.178784004,0.123193547,0.087116589,0.061967895,0.053159477,0.060911904,0.121975817,0.124569699,0.088709977,0.066932952,0.064065669,0.066239716,1.219016198,0.247206513,0.271278492,0.195061939,0.070555581,0.104161893,0.086527741,0.06963311,0.18604099,0.188321666,0.189727831,0.191803154,0.21222865,0.252856086,0.389744596,0.062199196,0.068995725,0.884466054,0.135162273
