ID,species,centroid_size_bottom,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23,Comp24,Comp25,Comp26,Comp27,Comp28,Comp29,Comp30,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,cut_edge_length_bot,noncut_edge_length_bot1,noncut_edge_length_bot2,distance_to_tip,inner_angle,left_width_sut8,left_width_sut7,right_width_sut8,right_width_sut7,bottom_width
PBX002V05,PBX,0.428993564,0.090565792,-0.004546941,-0.045987376,-0.005046874,0.012380575,0.014535278,0.005362503,0.010286642,0.02750747,0.002701114,0.000413322,0.005745039,-0.001587553,-0.000575937,-0.007355081,-0.009282298,-0.004472736,0.008237113,-0.000358299,0.00385632,-0.008021541,0.002782921,2.17E-05,0.000390472,0.003234979,-0.001066316,-0.006464485,0.003003045,-0.000961147,0.001118494,2.6839,1.1284,2.5005,1.1305,2.4444,1.1241,2.3808,1.1181,2.3069,1.1106,2.4732,1.1821,2.4836,1.1676,2.4146,1.167,2.3493,1.1793,2.4198,1.1926,2.4662,1.1908,2.4733,1.1824,2.6118,1.2357,2.4932,1.235,2.4414,1.2364,2.3803,1.2436,2.3141,1.2465,0.217435462,0.148401954,0.14860323,0.129273741,35.44097649,0.051794208,0.048836462,0.04076788,0.052234567,0.104754666
PBX002V06,PBX,0.499308179,-0.051366514,0.105429095,0.048473623,-0.03272109,-0.003935347,0.015262665,-0.020019577,-0.00191745,0.000572331,-0.007460585,-0.014348078,0.004094163,-0.012515083,0.00359469,-0.017206863,0.011441778,-0.001809075,0.000994459,0.003120231,-0.000137656,0.004493136,-0.005125888,0.004005125,7.22E-05,0.003793846,0.001090131,-0.00662679,-0.00112516,-0.001755867,0.000445382,2.6828,1.1284,2.4626,1.1253,2.3878,1.1145,2.3152,1.1073,2.2368,1.103,2.4791,1.1724,2.4342,1.1595,2.367,1.1573,2.3565,1.1703,2.3684,1.1782,2.4464,1.1764,2.4791,1.1727,2.6151,1.1997,2.468,1.2192,2.3946,1.2249,2.3245,1.2346,2.2357,1.2454,0.208397913,0.138654246,0.138712977,0.098320801,23.53928383,0.047941631,0.053547456,0.044454471,0.047586553,0.094055143
PBX002V07,PBX,0.425132774,0.130350625,0.02435272,-0.001762607,-0.030078975,0.009381876,0.010086829,-0.002259999,0.015954181,0.03600893,-0.008822123,0.024300482,0.016681648,-0.001706818,0.009120586,0.011353743,-0.006799193,0.000988593,0.005352266,0.004123346,0.013308463,-0.002508381,-0.0001757,-0.004458996,0.004419867,-0.006740003,0.001705497,-0.000918172,-0.001830136,0.000342362,-0.002119454,2.7023,1.1176,2.5383,1.1176,2.466,1.1138,2.4018,1.1046,2.3236,1.1025,2.4984,1.1607,2.5092,1.1499,2.4444,1.144,2.3611,1.1602,2.4417,1.1742,2.4903,1.1699,2.4984,1.1613,2.6381,1.1985,2.5194,1.205,2.4703,1.2125,2.4051,1.2228,2.3425,1.2325,0.208405422,0.144568081,0.144723633,0.103278507,27.0759181,0.045594079,0.047800105,0.04347528,0.037129503,0.089420188
PBX002V08,PBX,0.456315426,0.118069366,-0.038689353,0.068700652,-0.027487222,0.031228638,-0.002084295,0.031026899,-0.014854233,0.004878583,-0.006087891,-0.001091308,-0.015672428,-0.002722757,0.01046036,0.01679367,-0.014505579,-0.002006029,-0.003248009,0.005359628,-0.000290057,0.00645852,-0.003011826,0.000661745,0.005986398,0.000161497,-0.006157027,0.003820107,-0.000455146,0.002368328,-2.01E-05,2.7249,1.1187,2.5216,1.1235,2.4547,1.1235,2.3905,1.1165,2.3182,1.1079,2.486,1.1785,2.4795,1.1661,2.411,1.1624,2.3333,1.1748,2.4132,1.1861,2.4752,1.1893,2.486,1.1802,2.6489,1.1969,2.4957,1.2127,2.4475,1.2202,2.3907,1.2285,2.3299,1.2397,0.246270684,0.163753779,0.163935872,0.109046962,20.49757237,0.031109645,0.048366311,0.059892988,0.058505555,0.092884068
PBX002V10,PBX,0.424183384,0.058933009,-0.10372522,0.135846972,-0.011950101,-0.101670178,-0.052817633,0.027517722,-0.011668796,0.034987661,-0.045514926,0.021565874,-0.025842321,-0.039204545,0.015970187,0.011596525,-0.021087128,-0.003092198,0.010294387,0.000749296,-0.001653425,-0.010995525,-0.001785072,0.00584951,-0.003377513,-0.002085944,0.007826025,0.003370274,0.00451473,-0.001948328,0.000921284,2.6859,1.121,2.521,1.1192,2.459,1.1154,2.3857,1.1084,2.315,1.1052,2.4738,1.1659,2.4257,1.1501,2.3596,1.1489,2.3465,1.1634,2.3601,1.1724,2.4392,1.1703,2.4738,1.1662,2.61,1.1886,2.4896,1.1962,2.4489,1.208,2.3871,1.2163,2.3274,1.2235,0.216800415,0.138029707,0.138078709,0.101639412,21.41495223,0.056665422,0.095670267,0.10018433,0.104893327,0.083156238
PBX002V11,PBX,0.377590927,0.053075196,0.046714858,-0.03511045,-0.070491118,0.043692516,0.00299233,-0.023459537,0.031946812,0.005775386,-0.019603768,-0.012190336,-0.002933542,-0.006550486,0.007279127,-0.005465244,-0.017299115,-0.007028337,-0.010514781,0.006685148,-0.006129192,0.008526423,-0.008211014,-0.008328834,0.004095239,-0.000395123,0.006076348,-0.002699095,0.000331915,-0.004079196,0.00097731,2.6602,1.1327,2.4871,1.1361,2.4403,1.1246,2.3828,1.1152,2.3145,1.1088,2.4694,1.1725,2.4723,1.162,2.4302,1.157,2.3792,1.167,2.4335,1.1821,2.4723,1.1836,2.4694,1.1726,2.5922,1.1985,2.4854,1.2071,2.4439,1.2136,2.3835,1.2249,2.3181,1.2353,0.19490685,0.125501594,0.125522269,0.094623676,23.73716103,0.026904646,0.033172428,0.029830354,0.033937737,0.071020349
PBX002V14,PBX,0.466578443,-0.059635151,0.115777061,0.020317516,-0.020845638,-0.003670931,0.011036794,-0.030405198,-0.015676505,0.011860666,-0.004168004,-0.004465383,-0.000399907,-0.012910597,-0.002347417,-0.005261005,0.001167864,0.003197347,0.002752057,-0.000917682,-0.004733114,0.00111371,-0.004545567,0.002130824,-0.005209426,0.00051793,-0.00371531,-0.002310565,-0.001142607,-0.002000144,0.001229287,2.6537,1.1381,2.4504,1.1242,2.3842,1.1149,2.3101,1.1077,2.2353,1.0998,2.4669,1.1724,2.4302,1.1609,2.3603,1.1543,2.3554,1.1672,2.363,1.175,2.4388,1.1772,2.4669,1.1728,2.5836,1.2114,2.4444,1.219,2.3851,1.2238,2.3193,1.2309,2.2384,1.2395,0.189922958,0.122918062,0.12304426,0.101424356,28.88380804,0.042173451,0.053570981,0.041891885,0.046082209,0.094989684
PBX002V15,PBX,0.395375013,0.05748665,0.113932457,-0.026446357,-0.000403862,0.000509986,-0.014982141,-0.023707293,0.01040459,0.019502885,-0.016766683,-0.010945839,-0.01664972,-0.016826819,0.007406081,-0.013739348,0.003070964,0.006110266,0.013118842,0.025162341,0.003474748,0.008139518,-0.001523872,-0.004317955,0.004676771,0.003529539,-0.00799252,0.004791866,-0.003862151,-0.001443114,0.002066015,2.6591,1.13,2.5032,1.1289,2.4396,1.123,2.3781,1.1117,2.3094,1.1023,2.497,1.1694,2.4806,1.1602,2.4223,1.1545,2.3723,1.1649,2.4324,1.1739,2.4874,1.1793,2.4971,1.1697,2.5881,1.1994,2.4943,1.2179,2.4482,1.222,2.3854,1.2257,2.3109,1.23,0.166819573,0.09572403,0.095912512,0.099284238,31.88853647,0.03921186,0.050628549,0.038606347,0.035938002,0.089443893
PBX002V16,PBX,0.4526825,0.10496416,0.060514684,0.069730172,-0.014795864,0.007720212,-0.005115744,0.009398883,0.001217653,0.010560702,-0.026413521,-0.005438331,0.003272027,0.008594357,0.013191751,-0.01671628,0.010596869,-0.004762658,0.002932089,0.006419724,0.000907905,-0.002398716,0.011725585,0.001502793,0.00022611,-0.001117125,-0.000312911,0.003112706,0.002102926,-0.004712493,0.000120427,2.7228,1.137,2.5334,1.1343,2.4612,1.1273,2.3954,1.1203,2.3209,1.11,2.5182,1.1782,2.4978,1.1667,2.438,1.1624,2.3533,1.178,2.4261,1.1828,2.4978,1.1839,2.5182,1.1783,2.6472,1.199,2.528,1.2141,2.4595,1.226,2.4008,1.2352,2.322,1.2352,0.208706972,0.130650258,0.130666139,0.09777198,20.54486162,0.04270925,0.05460586,0.048136473,0.042074339,0.079982498
PBX002V17,PBX,0.491923544,-0.003071309,0.09870972,0.058335396,0.02502536,0.010036398,-0.010932473,-0.017954929,-0.013685049,0.0126267,-0.003711237,-0.005932628,0.007644694,-0.013272362,-0.004978311,-0.016384952,-0.004140946,0.000485275,-0.004587544,0.000531262,0.005946995,-0.002843368,-0.003265825,0.000914959,0.001970024,-0.001431151,0.000695356,0.003814296,0.003339845,8.13E-05,0.001514265,2.6683,1.1196,2.4536,1.1138,2.384,1.1052,2.3193,1.0992,2.2343,1.0937,2.4795,1.1637,2.4318,1.1543,2.3569,1.1526,2.317,1.1634,2.3562,1.1703,2.4331,1.1681,2.4795,1.1643,2.596,1.1958,2.4482,1.2098,2.3894,1.2238,2.3204,1.2303,2.2375,1.2422,0.193882052,0.12068347,0.120841466,0.105041563,28.5522767,0.044349746,0.062964196,0.045994456,0.054600092,0.096151755
PBX002V18,PBX,0.423639796,0.066866104,0.055890519,0.063740225,-0.009135919,0.042619521,-0.000108344,-0.017092716,-0.02322166,0.024933737,0.004164391,-0.022254504,-0.004635197,0.002796669,0.000720009,0.007219863,0.001159338,-0.000256442,-0.003724516,0.012334649,-0.010816383,0.00202684,-0.00359623,-0.001988815,-0.000935962,0.00374962,0.000375945,-0.000718085,-0.002185271,0.003968161,4.81E-05,2.6839,1.1316,2.4887,1.1289,2.4291,1.1232,2.366,1.1114,2.3074,1.1041,2.4921,1.171,2.4779,1.1591,2.4051,1.1575,2.3468,1.1683,2.4087,1.1771,2.4734,1.1785,2.4921,1.1712,2.616,1.1888,2.4817,1.2059,2.4323,1.2144,2.3794,1.2257,2.3155,1.2352,0.195805005,0.125143797,0.125172082,0.088782036,19.78376121,0.02862953,0.044138985,0.032073042,0.041862752,0.077317527
PBX002V19,PBX,0.457458413,0.152569389,-0.014797094,0.070455,0.012847699,0.017364557,0.020553201,0.004242223,0.014747133,0.014851063,-0.024518676,-0.026019769,-0.010647177,-0.002778932,0.01912656,-0.00306625,0.016218267,-0.015437359,0.001923241,-0.00600399,-0.007101022,-0.003000283,-0.007165858,0.003122341,0.000922713,-0.003684453,0.000850629,0.00829198,-0.003502155,-0.004880383,-0.000538124,2.7249,1.1165,2.5223,1.1199,2.4612,1.1149,2.3943,1.11,2.3306,1.1041,2.5047,1.1677,2.4838,1.1562,2.4248,1.1512,2.3242,1.1704,2.4302,1.1793,2.4914,1.1807,2.5047,1.168,2.6553,1.1972,2.5327,1.2062,2.4612,1.2188,2.4036,1.2238,2.3396,1.2368,0.226074059,0.153404694,0.15346208,0.106567584,24.17254397,0.048538026,0.05021205,0.052914459,0.051406712,0.086924392
PBX002V21,PBX,0.436442824,0.08362414,0.056318259,0.021733038,-0.034440802,0.008627786,-0.028559313,0.043898771,0.002114101,0.011239613,-0.01050794,0.006683058,-0.013439421,0.00218488,0.016993882,0.017423792,0.004730424,0.006294339,-0.006748994,0.009445002,0.004801096,0.009236959,0.001166406,0.00158869,-0.004843732,0.002527946,-0.000938284,0.002326499,-0.000864293,0.002539365,-0.000616999,2.7098,1.1025,2.5403,1.1095,2.4612,1.1113,2.3914,1.1045,2.3195,1.0998,2.5079,1.1687,2.5004,1.1516,2.4342,1.1494,2.3698,1.1652,2.4328,1.1757,2.4939,1.1775,2.5079,1.1687,2.6312,1.18,2.5129,1.1969,2.4576,1.2051,2.3964,1.2188,2.3252,1.2278,0.212475999,0.123816719,0.123816719,0.110382109,23.38987004,0.027154373,0.038462969,0.058003621,0.046697002,0.091594323
PBX002V22,PBX,0.46655395,-0.086017273,0.105079177,0.052791134,-0.043442009,0.004138457,0.003551359,-0.012236037,-0.010491371,0.0050599,0.00873295,-0.016422031,-0.003378823,-0.011234353,0.000274828,-0.020823498,-0.002551312,0.016085807,0.011879262,0.000698149,-0.001438386,1.97E-05,-0.001571735,-0.002685958,0.002032471,0.001921139,0.00226405,-0.003127704,0.003654627,0.003511295,0.001336745,2.6537,1.1262,2.4403,1.1235,2.3752,1.117,2.3051,1.112,2.2332,1.1106,2.4625,1.1707,2.4229,1.1588,2.3508,1.1609,2.3611,1.171,2.3553,1.1819,2.4252,1.1771,2.4625,1.1709,2.5881,1.1875,2.4399,1.2138,2.3842,1.2256,2.3181,1.2292,2.2325,1.2361,0.196310188,0.126692225,0.126718586,0.08978335,20.72035621,0.039534542,0.052391793,0.039355432,0.050225193,0.090300886
PBX002V24,PBX,0.461283535,0.033037675,0.022788938,0.021353475,-0.031590059,0.03480072,-0.006629809,0.016081021,0.000325434,-0.007673135,0.009912496,-0.009819825,0.012135034,0.001779073,0.012292884,-0.010546382,0.004327877,0.006220571,0.005703877,0.007579262,0.004493323,-0.005044815,0.013895272,0.001580356,0.00123007,0.001725357,0.00101494,0.001005886,0.003283486,-0.001233285,0.000160616,2.7377,1.1055,2.5334,1.11,2.4639,1.1063,2.4013,1.1014,2.3301,1.0944,2.5191,1.1676,2.5078,1.1537,2.4455,1.1548,2.3927,1.1726,2.4423,1.1769,2.4968,1.1748,2.5192,1.1678,2.6701,1.1879,2.5227,1.208,2.4628,1.2217,2.4051,1.2303,2.329,1.2303,0.227249576,0.152232782,0.152358426,0.106581049,23.51558516,0.0421076,0.049267535,0.050646323,0.051873018,0.098582402
PBX002V25,PBX,0.439398657,0.091661964,-0.000982704,0.073757245,0.001141855,0.005781933,0.006784966,-0.014618328,0.006665636,0.012516161,-0.007400125,-0.001376906,-0.008460658,-0.005039561,-0.001537014,0.011455851,-0.003837911,0.0039141,0.00123643,0.007631998,0.005602925,-0.000629829,-0.001207478,-0.011694698,0.002828993,0.003785719,-0.00028905,-0.001733628,0.003162934,0.001480771,0.000247364,2.7104,1.13,2.5178,1.1241,2.4482,1.117,2.3873,1.1073,2.3188,1.103,2.5005,1.1672,2.476,1.1597,2.4129,1.157,2.3474,1.1613,2.4191,1.1753,2.4746,1.1753,2.5005,1.1675,2.6392,1.2001,2.5038,1.2093,2.4563,1.2147,2.3916,1.2271,2.3328,1.2303,0.213170941,0.142479648,0.142548588,0.099917216,23.39410579,0.044817854,0.054186714,0.054905373,0.053348758,0.086342574
PBX002V26,PBX,0.468220798,0.059226358,-0.016615341,0.109572032,-0.003044984,-0.022901695,-0.005631855,0.003480231,-0.006062308,-0.006750102,0.009899313,-0.001616073,-0.002269158,0.002083608,0.001045936,0.007984285,-0.002181703,0.000765549,0.006877565,-0.00051454,-0.011603902,-0.003504734,0.000656027,0.001302975,-0.001923222,-0.002808931,0.001338776,0.004718868,0.004183063,-0.001262591,-0.000962505,2.7492,1.1467,2.5442,1.1408,2.4757,1.1381,2.4008,1.1338,2.336,1.1268,2.5291,1.1954,2.493,1.192,2.422,1.1875,2.3749,1.194,2.4238,1.1969,2.4892,1.197,2.5293,1.1986,2.6818,1.2179,2.5334,1.2298,2.4746,1.2438,2.4115,1.2519,2.3495,1.2562,0.225423379,0.153716427,0.154348761,0.098041828,20.85851619,0.055040712,0.069139352,0.072407734,0.072966088,0.089652886
PBX002V28,PBX,0.440491751,0.085764506,0.009648643,0.032098552,0.01395108,-0.005813239,-0.023262752,0.018278215,-0.006712915,-0.02618973,0.010583288,-0.005096656,0.004447429,-0.000461881,0.016401924,0.009520742,-0.00016653,-0.007741509,0.002209903,-0.000635152,0.001104627,0.002185415,-1.37E-05,-0.002957213,0.001390575,0.000394953,0.001502172,0.004436978,-0.000854163,-0.000922005,-0.001658335,2.7303,1.1348,2.5529,1.1318,2.4863,1.1282,2.4202,1.1206,2.3486,1.1156,2.5313,1.193,2.5089,1.1899,2.4496,1.1831,2.3824,1.1872,2.448,1.1923,2.508,1.1973,2.5311,1.1966,2.6656,1.2201,2.5361,1.2309,2.4752,1.24,2.418,1.246,2.3565,1.2497,0.207336056,0.136537541,0.137006934,0.107061571,27.71055933,0.043801484,0.054910199,0.072880793,0.066037111,0.100513929
PBX002V31,PBX,0.455660205,0.059543675,0.020417245,0.062816221,0.010147171,0.012017534,-0.022348061,-0.005392969,-0.008295332,-0.00180574,0.005110305,0.005246193,-0.008127027,0.005154412,-0.014568398,0.008954322,-0.001961786,-0.002977892,-0.004261814,0.002879188,0.000409528,-0.000110419,0.003024945,0.005870577,0.004150736,0.001381605,0.005955998,0.003382577,-0.000882415,0.002082394,-0.001492425,2.7314,1.1392,2.528,1.1294,2.459,1.1241,2.3959,1.1122,2.3236,1.1068,2.5189,1.1823,2.4914,1.1753,2.4221,1.171,2.3652,1.1771,2.4252,1.18,2.4842,1.1824,2.519,1.1866,2.6464,1.2131,2.5086,1.2195,2.4551,1.2303,2.3928,1.2386,2.3317,1.2454,0.216826797,0.1301269,0.131167412,0.112633077,25.04608564,0.044404617,0.05851581,0.058705792,0.059675958,0.092164907
PBX002V32,PBX,0.470386597,0.078864243,0.002582788,0.054513098,-0.006249375,-0.002288034,0.024769755,-0.000443756,0.018278709,-0.017952049,-0.00920021,0.006808844,-0.012145481,-0.001192834,-0.004255978,-0.017278519,-0.00239209,0.002016462,0.005463642,-0.000145623,0.000464794,0.000897032,0.007151334,0.005362414,-0.000328485,0.000915734,0.003544651,-0.001537779,-0.001255157,4.10E-05,0.00016928,2.7594,1.1208,2.5493,1.1181,2.4802,1.1152,2.4141,1.1088,2.3378,1.1066,2.5307,1.1715,2.5027,1.1645,2.4471,1.1599,2.3786,1.1688,2.4531,1.1718,2.5062,1.1704,2.5307,1.1726,2.6837,1.2102,2.5449,1.2159,2.4838,1.2224,2.4187,1.2292,2.3429,1.2303,0.234252385,0.157552404,0.157818535,0.117144569,26.69436287,0.059732236,0.05918488,0.065761083,0.055621039,0.097898927
PBX002V33,PBX,0.364428378,0.0401144,0.09477956,-0.065717071,-0.007652053,-0.016719889,-0.030334862,-0.027611124,0.004058975,-0.010339303,-0.000311841,-0.000525267,0.00701252,-0.009025395,0.010358758,0.004592473,-0.009274978,0.006058977,0.014729313,-0.005013317,-0.000691825,0.007842603,-0.005403089,-0.004113369,-0.004627795,0.002382959,-0.001794991,-0.002556666,0.001034585,-0.000927119,0.001073351,2.6375,1.1381,2.4993,1.13,2.4475,1.125,2.3824,1.121,2.3155,1.1181,2.4869,1.182,2.4781,1.1767,2.4295,1.1713,2.3892,1.1746,2.4306,1.1821,2.4809,1.1846,2.4869,1.1822,2.5787,1.2102,2.4896,1.2238,2.4464,1.2282,2.3875,1.2353,2.327,1.2404,0.156868002,0.095975205,0.096033744,0.093036821,33.32784903,0.040153829,0.048732433,0.051286743,0.049675849,0.094300212
PBX002V35,PBX,0.436095176,0.087158711,0.011862966,0.05503943,-0.040484212,-0.008903201,0.008157197,-0.013280182,0.01047294,-0.013769447,-0.006264105,0.005051135,-0.012110848,0.004435818,0.006784244,0.013628915,-0.005595557,-0.002420325,0.003117175,-0.016144725,0.003270501,0.001530347,0.000460298,0.004568735,0.000549806,-0.000886708,0.003164311,-0.000569141,-0.003948453,0.007247616,-0.001251603,2.6214,1.1478,2.4331,1.1305,2.3662,1.1294,2.2983,1.1192,2.2217,1.1187,2.4036,1.1847,2.3875,1.1775,2.3324,1.171,2.2716,1.1772,2.3353,1.185,2.391,1.185,2.4037,1.1851,2.5491,1.2109,2.423,1.2184,2.3641,1.2253,2.3015,1.2332,2.2418,1.2407,0.220903712,0.147671257,0.147840083,0.095963014,19.82361489,0.046255378,0.04953312,0.065485571,0.053600373,0.088478359
PBX002V36,PBX,0.434946459,0.104423348,-0.04456578,0.023017029,-0.01450778,-0.006718138,0.011757441,0.001269495,0.007154242,-0.013268212,-0.009998181,-0.00177904,0.004338248,-1.58E-05,0.001288251,0.006592394,-0.018288145,0.004559411,0.009641932,0.004028879,-0.002134708,0.004961114,0.003955866,0.000414183,0.0004776,-0.000821018,-0.005988477,0.001369398,-0.003893387,-0.000711452,0.000741467,2.712,1.1413,2.5232,1.137,2.4628,1.1365,2.3981,1.13,2.3279,1.1224,2.4878,1.1935,2.479,1.1872,2.4256,1.1785,2.356,1.1872,2.4245,1.1931,2.4795,1.1974,2.4881,1.1947,2.6446,1.2314,2.5102,1.2379,2.4649,1.2411,2.397,1.2508,2.3398,1.2503,0.230196612,0.160745575,0.161315374,0.112520087,26.69484443,0.050820665,0.062738824,0.066885574,0.056105615,0.101734016
PBX004V01,PBX,0.423027831,0.155063889,0.037586497,-0.08108174,-0.019264732,-0.019589357,0.032644028,0.002026365,0.00658166,0.011771058,-0.006513401,0.020003738,0.019906249,-0.009424796,0.000175055,-0.011754701,-0.004015117,0.011400201,-0.00149849,0.007076441,0.002514243,0.001418223,-0.014708971,-0.002705775,0.002363604,0.000998326,0.002316586,-0.002835137,-0.005221483,-0.004909715,-0.000210748,2.6737,1.1419,2.5248,1.1365,2.4547,1.1268,2.3878,1.117,2.3134,1.1117,2.473,1.1818,2.4989,1.1803,2.4349,1.1692,2.3447,1.1704,2.4326,1.1839,2.4881,1.1893,2.473,1.182,2.6082,1.2483,2.5043,1.2395,2.4563,1.2346,2.3867,1.2352,2.3098,1.2436,0.204627711,0.150581307,0.150669473,0.124944828,37.43494516,0.052749218,0.055965882,0.050884674,0.046795299,0.105020236
PBX004V05,PBX,0.450987573,0.119694498,-0.037310987,0.00714118,-0.068538139,-0.019919319,0.012894175,0.027673818,-0.004232902,0.001001917,-0.015413407,0.011854917,0.000450788,0.006238485,-0.002050614,0.012125299,0.002223794,-0.004066508,0.009016221,0.0007315,-0.003187832,0.015783991,-0.002192122,-0.009337008,-0.003061562,-0.000946578,-0.000843139,-0.002248625,0.008146208,0.00277588,-0.001195185,2.7077,1.1251,2.5237,1.1257,2.4497,1.1235,2.3756,1.117,2.3051,1.1099,2.4593,1.1799,2.4755,1.171,2.4094,1.1652,2.3411,1.1645,2.4029,1.1825,2.4687,1.1868,2.4594,1.1802,2.6287,1.2163,2.5029,1.2206,2.4417,1.2238,2.377,1.235,2.313,1.2368,0.254372955,0.173106037,0.173266615,0.120658361,24.56794691,0.048084093,0.056666833,0.066146277,0.057991206,0.097152715
PBX005V02,PBX,0.404900989,0.142336246,0.002505625,-0.079804709,-0.042430983,-0.010159178,0.003620516,-0.013144181,-0.009318246,-0.000834351,-0.002102917,0.007928322,-0.001266851,0.005312076,-0.001552578,0.005152614,-0.007387438,-0.013320493,0.005459668,0.00567081,0.003334331,-0.004416042,0.004356068,0.000260656,0.003642927,-0.001165347,-0.003438595,-0.004349486,-0.00206297,0.00152456,-0.000283683,2.7023,1.1273,2.5439,1.1275,2.4824,1.1257,2.4184,1.1156,2.3414,1.1081,2.4927,1.178,2.5198,1.1753,2.4576,1.1699,2.3839,1.176,2.4597,1.1811,2.5151,1.182,2.493,1.1788,2.63,1.2236,2.5307,1.2271,2.4784,1.2296,2.422,1.2382,2.3608,1.2436,0.215644731,0.144138961,0.144674289,0.120420015,31.97037388,0.047721798,0.051980189,0.053531766,0.050682147,0.100470891
PBX005V03,PBX,0.522838645,0.015738005,-0.002344704,0.069721799,-0.010846925,0.003906433,0.028285976,-0.005353395,-0.00485144,-0.007709197,0.002846039,-0.004808109,-0.002398833,-0.004502625,-0.001964882,0.003642556,0.002449841,-0.000662397,0.009131827,-0.005738292,0.006139788,-0.011210441,0.004910571,-0.001044806,0.003053971,0.005439935,-0.000395611,-0.000388855,-0.000171443,-0.000855229,0.000180775,2.7098,1.1327,2.4691,1.1214,2.3928,1.1142,2.3216,1.1063,2.2425,1.1027,2.4604,1.1775,2.423,1.1674,2.3519,1.1659,2.3116,1.1775,2.3569,1.1839,2.4259,1.1846,2.4605,1.178,2.6348,1.2249,2.4601,1.2292,2.391,1.2357,2.322,1.2422,2.2537,1.2429,0.253391792,0.180499584,0.180726644,0.118852177,25.38856916,0.056203203,0.06201653,0.065124573,0.065921924,0.108175043
PBX005V04,PBX,0.457195299,0.112294344,-0.065956043,0.014091671,-0.071278653,0.006984257,-0.009554445,0.034965397,-0.038463177,-0.020883217,0.009634295,0.000962879,0.00209799,-0.002437344,0.006581952,0.019702675,-0.006259086,0.017300123,0.003298952,0.00934087,-0.002401477,-0.002581808,-0.0021554,-0.00935572,0.002816175,0.00038627,0.005950406,-0.005065013,0.007769202,-0.00425835,-0.001190115,2.7346,1.1241,2.5453,1.1282,2.4698,1.1217,2.3986,1.1181,2.335,1.1138,2.4786,1.1885,2.4989,1.1839,2.4272,1.1818,2.363,1.1855,2.4207,1.1953,2.4922,1.1948,2.4787,1.1887,2.6629,1.2116,2.5065,1.2265,2.4615,1.2353,2.4033,1.2433,2.3393,1.2469,0.26397606,0.185618022,0.185742025,0.113124445,21.26461777,0.034776141,0.057137028,0.072494483,0.073666614,0.10568032
PBX005V07,PBX,0.489803187,0.039061976,-0.023757994,0.048771025,-0.032114142,0.002687528,0.01395751,0.013837702,-0.010718999,-0.004366165,0.002086728,-0.012436657,0.00284006,-0.006328685,0.001072434,0.002117794,0.022644647,0.012466484,0.003207662,0.005676475,0.012028317,0.004566899,0.007709333,0.005260292,9.57E-05,-0.000465739,-0.003850467,-0.000573635,-0.002435034,0.003600901,-0.001707349,2.7648,1.123,2.5496,1.1138,2.4622,1.1138,2.4029,1.1063,2.3371,1.1003,2.5178,1.177,2.5011,1.1634,2.4293,1.1591,2.3867,1.1737,2.4315,1.1823,2.5005,1.1823,2.5178,1.1772,2.6909,1.2109,2.5334,1.2231,2.4666,1.2282,2.4026,1.2368,2.3324,1.2375,0.252833938,0.176349936,0.176388265,0.114837363,23.41276686,0.052412308,0.057782523,0.069371536,0.055986606,0.110494027
PBX005V08,PBX,0.451650674,0.048051383,-0.02216961,0.041083672,-0.034799444,0.047032905,0.025575481,0.022300038,-0.002491588,-0.005206283,0.002326124,-0.015704747,0.000939648,0.002511853,0.001683965,0.004219026,0.002000753,0.002956383,0.002389089,0.01088741,-0.008835543,5.48E-05,0.002637685,-0.0016181,0.006852863,-0.003998802,0.000489048,-0.000631134,0.004889071,0.002596839,-0.001165871,2.7368,1.1219,2.5216,1.1278,2.459,1.1246,2.3964,1.117,2.3382,1.1073,2.5029,1.1773,2.4946,1.1656,2.4342,1.1645,2.3781,1.1764,2.4347,1.1899,2.4887,1.1882,2.5031,1.1821,2.6683,1.2093,2.5108,1.2174,2.4569,1.2271,2.3981,1.233,2.3355,1.2362,0.240371317,0.167424252,0.168467089,0.111045081,24.27489585,0.03662035,0.043320665,0.046452556,0.046979251,0.090248546
PBX006V02b,PBX,0.405910967,0.128198284,0.012222873,-0.051228026,-0.070510581,-0.005671324,-0.000210802,0.015445126,-0.004698893,0.014542472,-0.015039851,0.016039014,0.019324294,0.008542953,0.002345003,-0.006114875,-0.000364495,0.005298453,0.004188435,-0.007032568,0.000930337,0.00155816,0.008995057,0.006382816,0.002517537,0.00758651,-0.002971193,-0.003743522,0.000919985,0.003303303,-0.000104363,2.685,1.1359,2.527,1.13,2.4622,1.13,2.397,1.1246,2.3236,1.1187,2.4725,1.1823,2.5027,1.1699,2.4412,1.1704,2.3677,1.1807,2.4288,1.1857,2.4878,1.1886,2.4725,1.1831,2.6133,1.2184,2.5108,1.226,2.4569,1.2276,2.3981,1.2384,2.3285,1.2427,0.217506804,0.145157604,0.145354223,0.109302973,26.69779013,0.043906264,0.050450173,0.046717235,0.045531967,0.09735728
