ID,species,centroid_size_bottom,Comp1,Comp2,Comp3,Comp4,Comp5,Comp6,Comp7,Comp8,Comp9,Comp10,Comp11,Comp12,Comp13,Comp14,Comp15,Comp16,Comp17,Comp18,Comp19,Comp20,Comp21,Comp22,Comp23,Comp24,Comp25,Comp26,Comp27,Comp28,Comp29,Comp30,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,cut_edge_length_bot,noncut_edge_length_bot1,noncut_edge_length_bot2,distance_to_tip,inner_angle,left_width_sut8,left_width_sut7,right_width_sut8,right_width_sut7,bottom_width
LBX013V07,LBX,0.423364697,0.050775437,0.044662091,-0.018857281,0.077617281,0.006985228,-0.006998044,-0.015524857,-0.015882684,0.000237625,0.006466497,-0.000888404,0.017309967,-0.010475281,0.000516321,-0.006976285,-0.00637835,0.004793144,0.020477177,0.006678855,-0.001120493,-0.004390013,-0.000975924,0.001040842,0.003048982,0.002864554,-0.005310888,-0.009106699,-0.007872857,0.006129117,0.000863712,2.6839,1.1413,2.5102,1.13,2.4569,1.1273,2.3937,1.1149,2.3279,1.11,2.5162,1.1866,2.4887,1.1796,2.4283,1.1737,2.3673,1.1791,2.4277,1.1866,2.4865,1.1872,2.5163,1.1911,2.6208,1.2411,2.4951,1.2476,2.4493,1.2449,2.391,1.2465,2.3285,1.2465,0.173710621,0.115845803,0.11794664,0.118074764,42.6372407,0.06100918,0.062172743,0.054059319,0.054506146,0.118565467
LBX013V08,LBX,0.467297172,0.031085662,0.05289677,0.010526984,0.046589736,0.019410044,-0.02050314,-0.028342807,-0.001588568,-0.000441224,0.007085846,0.000491062,-0.003805658,0.003831871,-0.005083741,0.002418458,-0.000817871,0.003760709,0.001056027,-0.00376204,0.011663101,-0.00501055,-0.000780635,0.00015421,-0.002693167,0.005035124,0.006665279,-0.004984083,-0.008840252,-0.003208997,-0.000386546,2.7496,1.1505,2.5442,1.1343,2.4773,1.1224,2.4148,1.1106,2.3371,1.1106,2.5523,1.1942,2.5169,1.185,2.4529,1.1767,2.3957,1.1864,2.4569,1.1926,2.5126,1.194,2.5523,1.1944,2.6634,1.2395,2.5291,1.2443,2.4752,1.2476,2.4121,1.2551,2.3452,1.2594,0.202081617,0.119905046,0.119980415,0.123900928,34.67155431,0.052937133,0.057964558,0.05758281,0.059530244,0.111031572
LBX013V09,LBX,0.531730382,0.002156954,-0.072366026,0.055078793,0.034668464,0.007975943,0.018808721,0.016029451,-0.010189694,-0.001733843,0.007975563,-0.003022466,0.011004643,0.005728586,0.008945586,-0.010697033,0.001967931,0.007666851,-0.004556015,0.004627386,-0.002272181,-0.002376401,-0.000404969,0.002706112,0.000616759,-0.002028346,-0.006649853,-0.000178123,0.000103813,-0.002611512,-0.000195448,2.7071,1.1009,2.4558,1.103,2.383,1.1003,2.3206,1.0987,2.253,1.0872,2.4515,1.1721,2.4078,1.1602,2.3409,1.1553,2.2988,1.1721,2.3339,1.1807,2.3997,1.1818,2.4515,1.1789,2.6341,1.2314,2.4457,1.2307,2.3846,1.2343,2.3263,1.2393,2.2501,1.2451,0.265331491,0.189997395,0.19198763,0.149530097,33.55711312,0.067135758,0.07377974,0.074671547,0.069263338,0.12809879
LBX013V10,LBX,0.500213848,0.054079185,-0.08807174,0.064432055,0.007139945,0.009799239,0.018810445,-0.001209833,-0.020130521,-0.015362899,0.005116081,0.005626048,-0.008997754,-0.011737672,-0.013559788,-0.006222144,-0.006797407,0.008770363,-0.003374839,-0.00022037,0.003323828,8.82E-05,0.000115065,-0.000688447,-0.001033651,0.000632254,0.003125898,-0.001803514,-0.002430534,0.001038848,0.000221669,2.7886,1.1079,2.5496,1.1081,2.4799,1.1066,2.4216,1.1016,2.3511,1.103,2.5268,1.1708,2.4986,1.1663,2.4295,1.1627,2.3799,1.1699,2.4374,1.1749,2.4998,1.173,2.5268,1.1713,2.7118,1.217,2.532,1.222,2.4831,1.2285,2.4256,1.2371,2.3565,1.2443,0.269250162,0.190560988,0.190681515,0.133420576,27.53147205,0.058633096,0.070437561,0.077383719,0.075414654,0.115251768
LBX013V11,LBX,0.498133822,0.010946432,-0.064871834,0.033182061,0.034157753,0.008884067,0.022683873,0.008131184,-0.008848085,-0.015522717,0.002276933,0.009976034,-0.005922621,-0.000888785,-0.001432979,0.001104397,-0.007271349,-0.003127591,-0.009674898,0.011558717,8.90E-05,0.001948593,0.003724674,-0.002191893,0.004750546,0.000920428,-0.001577924,2.59E-05,0.000234221,-0.001161403,-0.002011288,2.7691,1.1036,2.536,1.1145,2.4655,1.1124,2.4072,1.1059,2.3339,1.0994,2.5262,1.1742,2.4849,1.1688,2.4266,1.1652,2.3846,1.1742,2.4293,1.1812,2.4874,1.1841,2.5254,1.1841,2.6942,1.2368,2.5187,1.231,2.4662,1.2346,2.4094,1.244,2.3418,1.249,0.25295211,0.176835319,0.17928402,0.15281443,36.64310062,0.056385282,0.064908936,0.074563396,0.065582391,0.117777502
LBX013V14,LBX,0.433663589,0.043703816,0.000367051,-0.006953787,0.011496453,0.001732205,-0.027965425,0.014689187,0.017947459,0.005130638,-0.008944254,0.004820444,0.026966881,0.002042825,0.002652216,-0.018144701,0.001381126,0.016273215,3.02E-05,-9.91E-05,-0.005206378,-0.000367767,0.000659017,0.005107568,-0.008072496,-0.008452609,0.003305175,0.009409305,-0.000115914,0.003789507,0.000257236,2.7411,1.1187,2.5572,1.1131,2.4968,1.1145,2.4328,1.1088,2.3688,1.1023,2.5413,1.1777,2.5243,1.1645,2.4714,1.1588,2.414,1.1737,2.4587,1.1812,2.5094,1.181,2.5414,1.178,2.6679,1.2156,2.5467,1.2184,2.4975,1.2318,2.4313,1.2371,2.3576,1.2422,0.208329163,0.131969731,0.132151315,0.121440726,33.11764471,0.052820924,0.063763626,0.061027617,0.051065154,0.105822209
LBX013V16,LBX,0.471675076,0.053952795,-0.003082464,0.044160167,-0.018247537,0.019641533,0.005948768,0.020929706,-0.006046389,0.022580595,-0.006903632,0.007062777,0.011440044,0.011960547,0.002641886,0.008112032,0.003613447,0.003092467,0.009409056,0.003051137,-0.005899685,0.002378514,-0.004415111,0.001792882,-0.002898679,0.002161979,-0.002659342,-0.001868556,-0.003275263,3.56E-05,-0.000842221,2.6645,1.11,2.4547,1.1138,2.3853,1.112,2.3109,1.1055,2.2465,1.0998,2.4342,1.1692,2.4234,1.1519,2.3536,1.1487,2.2929,1.1663,2.3432,1.1771,2.4072,1.1782,2.4343,1.1696,2.5885,1.2006,2.4396,1.2131,2.3808,1.2179,2.3185,1.2282,2.253,1.2368,0.237787153,0.157285219,0.157462535,0.118255486,25.91871244,0.047621109,0.055483331,0.049308214,0.048495154,0.100441525
LBX013V18,LBX,0.451124751,-0.041901171,0.03698272,0.006912828,0.021054306,0.005876754,-0.020570305,0.001080479,-0.011373873,-0.008434278,0.007726027,0.001124494,0.00663826,0.00981542,0.00884055,-0.006536458,-0.005255028,0.000971831,-0.003575508,-0.003832379,0.006837526,-3.76E-05,0.000700018,-0.004545186,-0.006721392,0.004136134,-0.004388058,0.001305885,0.003573556,-0.000395714,0.002053338,2.7335,1.1392,2.5324,1.1321,2.4698,1.1257,2.4094,1.1214,2.3339,1.1127,2.5406,1.1965,2.5027,1.1842,2.4455,1.1802,2.423,1.1882,2.4369,1.1963,2.4978,1.2012,2.5407,1.1967,2.6583,1.2362,2.5186,1.24,2.4628,1.2454,2.4086,1.2522,2.3366,1.2546,0.201230465,0.124056479,0.124215055,0.122735651,35.18295311,0.04402363,0.055512341,0.059970826,0.059671936,0.108778904
LBX013V19,LBX,0.472593202,0.032136961,-0.085894565,0.021903576,-0.020194754,0.008797184,0.020095855,-0.011320476,0.00219175,0.000555196,-0.012710323,0.000738466,-0.011531649,0.00329233,-0.000239183,-0.002142912,-0.018899584,-0.000508767,-0.005815276,-0.000927888,0.003201229,0.004104522,-0.004099888,-0.002155715,-0.001264608,-0.006623808,-0.000264418,0.002305061,0.001813101,0.00138165,0.000718369,2.6548,1.1009,2.4229,1.1014,2.3625,1.0976,2.3042,1.0917,2.2276,1.0847,2.3968,1.1606,2.3781,1.1487,2.3231,1.1415,2.2821,1.1526,2.3245,1.1677,2.3799,1.1681,2.3968,1.1608,2.5717,1.2104,2.4142,1.2071,2.3679,1.2147,2.3069,1.2217,2.2411,1.2309,0.264817088,0.181797057,0.181851725,0.137462213,28.92213447,0.051937366,0.063973119,0.065148523,0.05898788,0.106057437
LBX014V01,LBX,0.467023961,-0.021356852,-0.082204659,0.071049548,-0.000435268,0.029558162,-0.020305054,-0.016761967,-0.019223112,0.020703466,-0.003145089,-0.019174956,0.002303295,0.002322308,0.010226956,0.007118363,0.013667138,-0.007105305,0.009052764,-0.005740845,0.010481635,0.004905051,0.005181256,-0.009696272,-0.000580963,0.003945087,-0.004022572,-0.000515558,8.40E-05,-0.002500606,-0.000424345,2.7433,1.1197,2.5081,1.1214,2.4461,1.1149,2.3937,1.1106,2.3317,1.1068,2.5065,1.1775,2.4687,1.1613,2.4061,1.1613,2.3883,1.178,2.404,1.1936,2.466,1.1947,2.5066,1.1781,2.6648,1.202,2.505,1.2264,2.445,1.2368,2.4008,1.2508,2.3457,1.2551,0.243752087,0.159995156,0.160184706,0.113734515,22.51481822,0.050258233,0.059558711,0.056074682,0.061261407,0.105045752
LBX014V02,LBX,0.471979322,-0.00978687,-0.015253227,-0.016757514,0.020085422,0.000520434,0.011737561,-0.012934284,0.017050792,0.01742358,-0.010011681,-0.006027997,-0.00527938,0.001852388,0.02116422,-0.012098918,0.008219662,0.006635561,-0.002533491,-0.001746343,0.006376263,0.004295076,-0.001616964,-0.004520006,0.000873609,-7.17E-05,-0.001292317,-0.000661998,-0.004579763,0.007777859,-0.000439487,2.7886,1.1133,2.5739,1.1138,2.5059,1.1143,2.4461,1.1052,2.3731,1.1041,2.5705,1.1764,2.537,1.1602,2.4831,1.158,2.45,1.1746,2.4853,1.1926,2.5385,1.1926,2.5705,1.1821,2.7125,1.2325,2.5766,1.2357,2.5173,1.2389,2.459,1.2454,2.3803,1.2551,0.227044533,0.150678997,0.15268009,0.141420826,37.69355622,0.05752582,0.056282235,0.059283809,0.049290263,0.121929898
LBX016V01,LBX,0.464881566,-0.015691066,0.021504467,-0.031335976,0.038760314,0.021469632,-0.008492318,-0.017067878,0.006324446,0.000311365,0.007232182,0.000734612,0.006037602,0.009608526,-0.014564747,-0.006665592,-0.000449927,0.003071123,-0.002529773,-0.007621628,-0.001198633,0.001393603,-0.006429065,0.001450994,-0.00980492,-0.001825023,-0.00544442,-0.003085262,0.01017147,-0.00092872,0.001851698,2.7713,1.1111,2.5547,1.1106,2.4971,1.1055,2.4331,1.1084,2.3626,1.0991,2.5669,1.1776,2.5381,1.1659,2.4784,1.1645,2.441,1.171,2.4791,1.1832,2.528,1.1803,2.5669,1.1779,2.6888,1.2298,2.5534,1.2303,2.5,1.2368,2.4369,1.2465,2.3689,1.2557,0.214945598,0.132488566,0.132606372,0.14455428,41.20347738,0.056081726,0.057530601,0.057737769,0.061892568,0.119707059
LBX016V02,LBX,0.429003791,0.045546374,-0.000801519,-0.04300775,-0.075707726,0.026329628,-0.023140802,-0.003089294,0.005559022,0.01905147,-0.005502076,0.005103259,0.001480091,0.006540433,0.014735867,0.020345848,-0.008020441,-0.001420633,0.002943417,-0.000100441,0.000400008,0.003590357,0.001543182,0.002738907,-0.00157782,-0.00115215,0.002830456,-0.001991493,-0.002513927,-0.000299588,-0.001360799,2.7276,1.1224,2.5413,1.1206,2.479,1.1154,2.4088,1.1057,2.3355,1.0992,2.5004,1.1767,2.5148,1.1586,2.4552,1.1537,2.4102,1.1726,2.4523,1.1858,2.5019,1.1869,2.5005,1.177,2.6456,1.2033,2.5212,1.2149,2.472,1.2231,2.4126,1.2353,2.3493,1.2451,0.233598652,0.147464233,0.147616395,0.115190321,23.82257715,0.034007205,0.042182698,0.046327638,0.045092461,0.096418359
LBX016V03,LBX,0.460900385,-0.064278796,-0.000679187,0.010287558,0.017494105,0.027594371,-0.02983832,-0.022468037,-0.007206261,0.02057763,-0.001018425,-0.014043806,-0.001575747,-0.006412315,-0.002743191,0.012000932,0.009659734,-0.007794594,-0.007605445,0.004036662,0.00422706,0.000418607,-0.010767631,0.00711271,-0.00411983,-0.006055232,-0.002588301,0.003428207,0.006873581,0.00472041,9.77E-05,2.7605,1.109,2.5392,1.1077,2.4777,1.1023,2.4198,1.0955,2.3547,1.0836,2.5525,1.1685,2.5108,1.1483,2.4475,1.148,2.4425,1.1627,2.4522,1.1796,2.5101,1.1764,2.5525,1.1687,2.6764,1.206,2.5313,1.2125,2.4779,1.2255,2.4196,1.2335,2.3603,1.2508,0.216342899,0.129392813,0.129450608,0.128381502,32.8027299,0.041864663,0.052605133,0.049547149,0.054777094,0.105097336
LBX016V04,LBX,0.472656778,0.086395862,0.020832247,0.021649738,0.040917929,0.060149955,-0.015274915,-0.002362301,0.002554113,0.029085681,-0.026063018,0.012297428,-0.005540972,0.00712745,0.007214297,0.013458743,0.007745248,-0.008552593,0.001651612,-0.008864056,-0.004374411,-0.005741817,0.014409258,-0.007392491,0.00769382,-0.00254372,0.001490386,0.004378017,0.005617327,-0.000800849,-0.001806794,2.7691,1.1176,2.5547,1.1199,2.4921,1.1167,2.4234,1.1113,2.3495,1.1068,2.5531,1.1672,2.528,1.1553,2.4709,1.1575,2.3767,1.1767,2.4655,1.1909,2.521,1.1893,2.5534,1.1789,2.6773,1.2138,2.5406,1.2195,2.4817,1.2361,2.4292,1.249,2.3652,1.2555,0.22162166,0.128721482,0.132654438,0.132972478,33.49876404,0.036002778,0.048015414,0.044340162,0.045979126,0.100593091
LBX016V06,LBX,0.471045939,-0.012993391,-0.04451111,0.06327751,0.009919179,0.018737951,-0.003398812,-0.050513521,0.008106114,0.010344057,0.011513034,-0.010829241,0.004193266,0.003475644,0.007179448,0.003020394,0.015252141,-0.003075451,-0.010790208,0.000122917,0.01236572,0.010420935,-0.010071361,-0.00142712,1.48E-05,-0.003155515,0.005359071,0.003898148,-0.00131223,-0.003343078,-0.002026311,2.7476,1.1381,2.5183,1.13,2.4461,1.1181,2.3975,1.1106,2.3317,1.1073,2.5216,1.1839,2.4784,1.1731,2.4202,1.1656,2.3943,1.1775,2.4266,1.1904,2.4741,1.1915,2.5218,1.1853,2.6744,1.2192,2.5198,1.2292,2.4608,1.2407,2.4069,1.2501,2.3457,1.2666,0.230594102,0.156320088,0.15682452,0.109249485,24.46442857,0.059243396,0.060825406,0.058733466,0.05410231,0.09921134
LBX016V08,LBX,0.369502666,-0.013173751,0.113395658,-0.082262778,-0.00954806,0.024231905,-0.056483705,-0.006908074,0.014590208,0.019018033,-0.005899682,0.005612008,0.006348574,-0.007418791,0.009745804,0.004122177,-0.009767124,-0.005639757,-0.008872631,0.012320466,-0.001721818,0.001568746,-0.005631851,0.002095831,-0.00697135,-0.003913133,-0.002238492,-0.00572179,0.000193139,0.005506135,0.001375901,2.6591,1.1143,2.5119,1.1181,2.4617,1.1149,2.4002,1.1052,2.3317,1.0965,2.5104,1.1681,2.5004,1.1534,2.4504,1.1505,2.4202,1.1638,2.4497,1.1767,2.4928,1.1735,2.5105,1.1683,2.5893,1.1939,2.4975,1.2044,2.4571,1.2106,2.4008,1.2231,2.335,1.235,0.158133267,0.082854089,0.083011144,0.105868787,37.99778764,0.0312554,0.034698271,0.037126002,0.037350368,0.087493143
LBX016V09,LBX,0.516361211,0.012078829,-0.060769673,0.073835505,-0.007052345,-0.013036037,-0.016441146,0.006365081,-0.002632338,-0.008425749,0.01189906,-0.002874454,0.007935189,0.000374888,0.012315384,-0.000554366,-0.005346679,0.002789488,-0.001478393,0.00905228,-0.004833667,-0.00299317,0.000971331,-0.004405377,-0.004177252,0.003719753,-0.001258298,0.00309448,-0.002025962,0.00506688,0.000534602,2.8069,1.1003,2.5734,1.1019,2.5,1.103,2.4277,1.0922,2.3554,1.0858,2.555,1.171,2.5156,1.1613,2.4471,1.1591,2.4153,1.1699,2.4439,1.1758,2.5081,1.178,2.5551,1.1713,2.7346,1.1985,2.5599,1.2147,2.5016,1.2249,2.438,1.2384,2.3635,1.2433,0.261633522,0.181549139,0.181693175,0.121944783,24.38307916,0.063483305,0.075763448,0.082880637,0.077107847,0.113604973
LBX016V10,LBX,0.470740187,-0.032790712,-0.058254937,-0.005776098,-0.023696514,0.025759166,0.003633765,0.001747906,-0.013882438,0.005273946,-0.011660149,0.005466397,-0.013814081,0.003360428,0.001426718,0.003885042,0.006338462,-0.009207647,-0.013246382,-1.87E-05,0.010998522,0.008639693,-0.003700623,-0.003499031,-0.006001532,-0.002885767,0.000457915,-0.003670527,0.006798419,-0.002802441,-0.00019918,2.7756,1.1133,2.5457,1.1174,2.4773,1.1079,2.4234,1.1041,2.3511,1.0955,2.5252,1.1771,2.504,1.1591,2.4475,1.1548,2.4317,1.167,2.4457,1.1868,2.505,1.1875,2.5251,1.1773,2.6828,1.2282,2.528,1.2233,2.4698,1.2282,2.4223,1.2384,2.3538,1.2487,0.258400077,0.165710893,0.165677307,0.147695125,32.25907361,0.042551616,0.047903758,0.058972706,0.055566627,0.10736899
LBX016V11,LBX,0.436898452,-0.062553153,0.027019006,0.006578651,-0.017332302,0.015950872,-0.056594927,-0.070068949,0.009378989,-0.014473439,0.012659692,-0.017543108,-0.002904883,7.37E-06,0.008832387,-0.001743429,0.023962863,0.029975864,-0.003727095,-0.005906603,-0.003865283,-0.005009817,-0.007864254,-0.008068953,0.002106556,0.001181116,0.007289021,-0.004379474,0.006182376,0.000284745,-0.000548839,2.7627,1.1435,2.5583,1.1145,2.4928,1.1009,2.431,1.0937,2.3763,1.0901,2.5633,1.1716,2.5232,1.1664,2.4768,1.1653,2.4706,1.1702,2.4792,1.1812,2.5264,1.178,2.5634,1.1748,2.678,1.1985,2.55,1.2184,2.5025,1.2307,2.445,1.2371,2.3731,1.2472,0.201370231,0.117024997,0.117812139,0.100990544,21.2202072,0.046788033,0.054709597,0.062654768,0.066357818,0.104230993
LL279xLL297-1,Lecontei,0.536849174,-0.098756549,-0.128304061,-0.056115372,0.051589212,0.00152551,0.018901264,0.011792039,-0.022295215,0.031617283,-0.008966795,0.008891879,0.011267953,-0.001639205,-0.006953199,0.005694601,0.006917685,-0.005637146,0.001487489,-0.005684761,-0.00477408,0.008563262,0.003610283,-0.000941301,0.008611736,0.009985426,0.008571309,0.002351013,0.003790316,0.002136953,-0.000980776,1.6938,0.7104,1.4308,0.7073,1.3713,0.7007,1.3099,0.6911,1.2446,0.6872,1.4196,0.7778,1.3869,0.7496,1.3179,0.7544,1.3329,0.7722,1.3095,0.7881,1.3746,0.8032,1.4194,0.7991,1.588,0.8975,1.4081,0.8604,1.3509,0.8583,1.2956,0.8615,1.2321,0.8647,0.282362179,0.195214036,0.206607478,0.214941969,49.21536104,0.066287933,0.081498466,0.060963104,0.075731433,0.154773706
LL280xLL283-1,Lecontei,0.554922058,-0.1184581,-0.119713802,-0.026879481,0.014446292,-0.000881525,-0.017210331,0.016363582,0.004970704,-0.003101419,0.014249498,-0.016406441,0.012977677,0.006110213,0.013794103,0.003682095,0.007952271,0.003650546,0.003434329,-0.014330321,0.011674839,-0.0004459,-0.00309948,0.006436053,0.000674308,0.003776627,-0.002894959,0.006158363,-0.007188843,-0.001821863,-0.00036307,1.6278,0.7683,1.357,0.7649,1.2903,0.7628,1.23,0.7597,1.1581,0.7544,1.3485,0.8602,1.303,0.8343,1.2427,0.8311,1.2713,0.8591,1.238,0.8702,1.2909,0.879,1.3491,0.8662,1.5356,0.929,1.3499,0.9263,1.2827,0.93,1.2176,0.9316,1.1544,0.9398,0.294030781,0.196789456,0.199348564,0.185270964,38.40248549,0.075619376,0.074660096,0.087933839,0.083250526,0.161556089
LL280xLL284-1,Lecontei,0.514123667,-0.095613659,-0.05093979,-0.029991669,0.016407549,-0.00592728,-0.007935299,-0.002816894,-0.012443664,-0.008031012,0.001214634,-0.012061321,0.003770332,-0.007459807,0.000242121,0.001009799,0.002678241,-0.000140939,0.001159125,-0.005476943,0.001055737,-0.008639636,-0.003595297,-0.002838214,-0.001571901,0.002177565,-0.001469261,0.000542847,-0.001112015,-2.51E-05,0.001277912,1.6738,0.6905,1.4298,0.6792,1.3689,0.6724,1.302,0.6636,1.2306,0.6552,1.4274,0.754,1.3841,0.7381,1.3234,0.7345,1.3381,0.7504,1.3214,0.7607,1.3889,0.7667,1.4277,0.7583,1.5821,0.829,1.4155,0.8175,1.356,0.82,1.2914,0.8229,1.2226,0.8263,0.254450801,0.169817108,0.171921755,0.16610581,40.31584364,0.057342829,0.068656027,0.074549983,0.076984804,0.139037333
LL280xLL285-1,Lecontei,0.54203002,-0.099141279,-0.108126197,-0.043987642,0.033400631,0.00549111,0.023341341,0.006733624,-0.015298993,0.001702494,0.008547661,-0.00612553,0.001746395,-0.003254688,-0.006148302,0.000194476,-0.008856065,-0.00777086,-0.007607877,0.004345299,-0.000325781,0.000867538,-0.002022063,-0.001731339,0.003562508,0.004340788,-0.005786155,-0.001701899,-0.001008998,6.04E-05,0.001748616,1.6484,0.7687,1.3774,0.7667,1.3187,0.7607,1.2603,0.7516,1.1865,0.7373,1.3722,0.8421,1.3351,0.8231,1.2681,0.8189,1.2861,0.8358,1.2708,0.8488,1.3311,0.8594,1.3726,0.8536,1.5512,0.9472,1.3597,0.9176,1.306,0.9111,1.2448,0.9155,1.1774,0.9187,0.285786634,0.201640571,0.207574107,0.203248838,45.30170391,0.064847513,0.071556481,0.0705,0.077120685,0.151934525
LL280xLL288-1,Lecontei,0.531181119,-0.117543578,-0.176176768,0.011420995,0.025715771,0.011396071,0.027248021,-0.00234088,-0.000559655,-0.025415784,-0.010086771,0.001812716,0.001883165,-0.025711272,-0.003831971,-0.006218363,0.014236567,0.014629266,0.009988757,0.004289295,-0.011158381,0.002661997,0.004873582,-0.005332479,-0.011149216,-0.007142063,4.80E-05,-0.003056518,-0.002676495,-0.004040116,-1.65E-05,1.5591,0.6857,1.2843,0.6763,1.2266,0.6731,1.1652,0.6687,1.1224,0.6642,1.2724,0.7496,1.2067,0.7337,1.1702,0.7247,1.1966,0.746,1.173,0.7603,1.2222,0.7609,1.2724,0.7565,1.4713,0.844,1.2639,0.8218,1.2142,0.8237,1.1609,0.8298,1.0943,0.8231,0.293734744,0.217295789,0.22016487,0.18101859,37.95427517,0.073808536,0.075610846,0.096522122,0.07644292,0.146923143
LL280xLL288-2,Lecontei,0.575976242,-0.091021732,-0.127756079,-0.038326098,0.052248746,-0.024057333,0.002472727,-0.007776101,-0.032331455,-0.011731235,0.013540836,-0.009370519,0.006831134,-0.002601726,-0.007767355,-0.000765816,0.003192926,0.002875919,0.004110097,0.004887356,-0.002234368,-0.002458891,0.004434568,-0.002193397,0.000403442,0.006846638,0.002478713,-0.000711648,0.004870923,0.004211159,0.000141137,2.842,1.0782,2.5658,1.0879,2.4973,1.0879,2.4315,1.0825,2.3625,1.0787,2.5609,1.177,2.5119,1.164,2.4391,1.1704,2.4639,1.1769,2.4401,1.185,2.5173,1.1899,2.5616,1.1893,2.7546,1.2713,2.5568,1.2605,2.4986,1.2648,2.4374,1.272,2.3677,1.272,0.297957463,0.209697401,0.215434863,0.211958416,45.32382312,0.080898764,0.098945894,0.093254598,0.100962815,0.172834487
LL280xLL297-1,Lecontei,0.528885048,-0.146681703,-0.037137727,-0.015055347,0.020039233,-0.006509068,0.029581951,0.009006814,0.009319001,0.010202873,-0.010156667,0.018574084,-0.015953444,0.005664253,-0.011940454,0.009015968,-0.000872007,0.011834636,0.009447555,-0.002724558,0.002312009,0.005374111,0.00468158,-0.002479522,-0.004049605,0.005951295,-0.000751875,0.009036845,-0.004908459,0.004641334,0.000700463,1.6103,0.7151,1.3524,0.7087,1.281,0.7107,1.2111,0.7,1.1401,0.6984,1.3591,0.781,1.3004,0.7556,1.2433,0.7522,1.2782,0.7742,1.2452,0.7861,1.2988,0.798,1.3595,0.7899,1.5067,0.871,1.3316,0.8456,1.2787,0.8462,1.2078,0.8483,1.1401,0.8464,0.259700308,0.168062637,0.172874984,0.187183787,46.07277332,0.057806574,0.068805959,0.070025781,0.056067281,0.138471116
LL280xLL298-1,Lecontei,0.546335742,-0.12122874,-0.084889372,0.007065567,0.018692316,0.011171809,0.007970176,0.008692445,0.003095138,0.004174297,-0.002147161,-0.00887751,-0.006109365,-0.020756518,0.003365236,0.00775797,0.006410612,-0.003169834,0.002049773,-0.00987386,-0.000121319,0.006211359,-0.006060855,0.002891748,0.006783671,-0.002083299,6.74E-05,0.000994861,-4.82E-05,-0.000534531,0.001233416,1.6612,0.679,1.3885,0.6698,1.3266,0.6623,1.2612,0.656,1.1925,0.6485,1.3909,0.7425,1.3308,0.7181,1.27,0.7144,1.2999,0.7369,1.2787,0.7575,1.3353,0.7623,1.3925,0.756,1.5665,0.8237,1.3734,0.8091,1.3107,0.8115,1.2451,0.8115,1.1792,0.8216,0.277658675,0.186706427,0.193465242,0.172934034,38.03694249,0.060347742,0.062769419,0.075247458,0.076928343,0.140116023
LL280xLX022-1,Lecontei,0.566559988,-0.137579096,-0.106120537,-0.007429829,0.03093512,0.016315113,0.035472293,0.018552905,-0.005524119,0.002289778,0.00307986,0.013787676,0.002992972,0.000262633,-0.011955487,0.00652493,0.000357076,-0.001020663,-0.004389224,0.001373864,-0.007418989,-0.001521662,0.004393205,0.000623247,4.21E-06,-0.002311018,-0.003103081,0.003552785,0.004742852,-0.001358965,0.000642432,1.675,0.7131,1.3857,0.7202,1.3206,0.719,1.2548,0.7163,1.1897,0.7044,1.3911,0.7935,1.3349,0.773,1.2742,0.7722,1.3056,0.794,1.2729,0.8083,1.3274,0.8131,1.3921,0.8089,1.5802,0.8984,1.3665,0.8647,1.3094,0.8684,1.248,0.8742,1.1819,0.8774,0.295065027,0.208307129,0.216247127,0.208142091,44.83060778,0.064740791,0.070315432,0.073269912,0.070591784,0.14576999
LL280xLX022-3,Lecontei,0.482368523,0.037679368,-0.182224763,-0.167601922,0.000845973,-0.031786645,0.008475207,-0.010805261,0.001018554,-0.005321892,0.02210094,-0.005779442,0.013404889,0.018348431,-0.009634282,-0.020511787,-0.00271105,0.020847607,0.008071899,0.002742375,0.003358614,-0.003594729,-0.004918688,0.003440879,0.002610268,-0.001611343,-0.002918898,-0.000963973,0.003430087,0.003177203,0.000483824,2.8198,1.0874,2.6057,1.0955,2.5457,1.0991,2.4896,1.0991,2.4241,1.0919,2.5429,1.1847,2.5752,1.1753,2.5119,1.1753,2.4809,1.1832,2.5135,1.1912,2.5549,1.1923,2.5435,1.189,2.7348,1.276,2.605,1.2652,2.5626,1.2645,2.4986,1.2627,2.431,1.2691,0.2934977,0.210153967,0.212511882,0.206869427,44.80462477,0.088455752,0.08822528,0.08543003,0.083359942,0.169701444
